[2339, 1653]
[paragraph, [250.0, 244.0, 1157.0, 36.0], shoonya_1sVYOQOSSW9ZSV, 5687062]
[paragraph, [250.0, 280.0, 1157.0, 36.0], shoonya_1sVYOQOSSW9ZSV, 5687062]
[paragraph, [250.0, 316.0, 1157.0, 36.0], shoonya_1sVYOQOSSW9ZSV, 5687062]
[paragraph, [250.0, 352.0, 1157.0, 36.0], shoonya_1sVYOQOSSW9ZSV, 5687062]
[paragraph, [250.0, 388.0, 1157.0, 36.0], shoonya_1sVYOQOSSW9ZSV, 5687062]
[reference, [345.0, 460.0, 175.0, 36.0], D0vsogZwx0, 5687062]
[paragraph, [688.0, 524.0, 714.0, 36.0], DR5Uo1jF5R, 5687062]
[paragraph, [247.0, 595.0, 225.0, 36.0], b-la6AqwTh, 5687062]
[paragraph, [246.0, 803.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 839.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 875.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 911.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 947.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 983.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1019.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1055.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1091.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1127.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1163.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1199.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1235.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1271.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1307.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1343.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1379.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1415.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1451.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1487.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1523.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1559.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1595.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1631.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1667.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [246.0, 1703.0, 1162.0, 36.0], shoonya_0sN9HFNCGRGXTT, 5687062]
[paragraph, [245.0, 1772.0, 760.0, 36.0], ZqDedL4HD0, 5687062]
[reference, [1012.0, 1781.0, 173.0, 36.0], 8UISyGMGgI, 5687062]
[paragraph, [247.0, 1845.0, 1158.0, 36.0], shoonya_2sCFI9E904MWLX, 5687062]
[paragraph, [247.0, 1881.0, 1158.0, 36.0], shoonya_2sCFI9E904MWLX, 5687062]
[paragraph, [247.0, 1917.0, 1158.0, 36.0], shoonya_2sCFI9E904MWLX, 5687062]
[paragraph, [247.0, 1953.0, 1158.0, 36.0], shoonya_2sCFI9E904MWLX, 5687062]
[paragraph, [247.0, 1989.0, 1158.0, 36.0], shoonya_2sCFI9E904MWLX, 5687062]
