[792, 612]
[paragraph, [392.0, 52.0, 160.0, 18.0], shoonya_14sDFPGMV491KJ, 6514909]
[paragraph, [392.0, 70.0, 160.0, 18.0], shoonya_14sDFPGMV491KJ, 6514909]
[paragraph, [392.0, 88.0, 160.0, 18.0], shoonya_14sDFPGMV491KJ, 6514909]
[paragraph, [392.0, 106.0, 160.0, 18.0], shoonya_14sDFPGMV491KJ, 6514909]
[paragraph, [60.0, 53.0, 161.0, 18.0], shoonya_0sZEEHZHQEEXNL, 6514909]
[paragraph, [60.0, 71.0, 161.0, 18.0], shoonya_0sZEEHZHQEEXNL, 6514909]
[paragraph, [60.0, 89.0, 161.0, 18.0], shoonya_0sZEEHZHQEEXNL, 6514909]
[paragraph, [60.0, 107.0, 161.0, 18.0], shoonya_0sZEEHZHQEEXNL, 6514909]
[paragraph, [60.0, 125.0, 161.0, 18.0], shoonya_0sZEEHZHQEEXNL, 6514909]
[paragraph, [60.0, 143.0, 161.0, 18.0], shoonya_0sZEEHZHQEEXNL, 6514909]
[paragraph, [60.0, 161.0, 161.0, 18.0], shoonya_0sZEEHZHQEEXNL, 6514909]
[paragraph, [60.0, 179.0, 161.0, 18.0], shoonya_0sZEEHZHQEEXNL, 6514909]
[paragraph, [227.0, 54.0, 158.0, 18.0], shoonya_8s34P7G7XLQMYF, 6514909]
[paragraph, [227.0, 72.0, 158.0, 18.0], shoonya_8s34P7G7XLQMYF, 6514909]
[paragraph, [227.0, 90.0, 158.0, 18.0], shoonya_8s34P7G7XLQMYF, 6514909]
[paragraph, [227.0, 121.0, 159.0, 18.0], shoonya_3sKI5N5AUML0MN, 6514909]
[paragraph, [227.0, 139.0, 159.0, 18.0], shoonya_3sKI5N5AUML0MN, 6514909]
[paragraph, [391.0, 134.0, 163.0, 18.0], 2_X6s_EiZB, 6514909]
[paragraph, [391.0, 152.0, 163.0, 18.0], 2_X6s_EiZB, 6514909]
[paragraph, [391.0, 170.0, 163.0, 18.0], 2_X6s_EiZB, 6514909]
[paragraph, [391.0, 188.0, 163.0, 18.0], 2_X6s_EiZB, 6514909]
[paragraph, [391.0, 206.0, 163.0, 18.0], 2_X6s_EiZB, 6514909]
[paragraph, [227.0, 174.0, 159.0, 18.0], shoonya_13sXQ6W5WIOROY, 6514909]
[paragraph, [227.0, 192.0, 159.0, 18.0], shoonya_13sXQ6W5WIOROY, 6514909]
[paragraph, [227.0, 210.0, 159.0, 18.0], shoonya_13sXQ6W5WIOROY, 6514909]
[paragraph, [227.0, 228.0, 159.0, 18.0], shoonya_13sXQ6W5WIOROY, 6514909]
[paragraph, [60.0, 201.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 219.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 237.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 255.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 273.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 291.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 309.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 327.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 345.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 363.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 381.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 399.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 417.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 435.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 453.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 471.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [60.0, 489.0, 161.0, 18.0], shoonya_12sVJQOK0WXDI0, 6514909]
[paragraph, [390.0, 226.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 244.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 262.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 280.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 298.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 316.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 334.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 352.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 370.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 388.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 406.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 424.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 442.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 460.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 478.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 496.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 514.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 532.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 550.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 568.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 586.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [390.0, 604.0, 163.0, 18.0], wvTV9TabE-, 6514909]
[paragraph, [226.0, 252.0, 159.0, 18.0], shoonya_9sLGF5ZZHMSJPB, 6514909]
[paragraph, [226.0, 270.0, 159.0, 18.0], shoonya_9sLGF5ZZHMSJPB, 6514909]
[paragraph, [227.0, 305.0, 157.0, 18.0], shoonya_7s01ZPGSVW2C95, 6514909]
[paragraph, [227.0, 323.0, 157.0, 18.0], shoonya_7s01ZPGSVW2C95, 6514909]
[paragraph, [226.0, 346.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 364.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 382.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 400.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 418.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 436.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 454.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 472.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 490.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 508.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 526.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [226.0, 544.0, 158.0, 18.0], shoonya_1sFYCBJFHOF8WM, 6514909]
[paragraph, [61.0, 516.0, 160.0, 18.0], shoonya_11sCBT7P97ZIXA, 6514909]
[paragraph, [61.0, 534.0, 160.0, 18.0], shoonya_11sCBT7P97ZIXA, 6514909]
[paragraph, [61.0, 552.0, 160.0, 18.0], shoonya_11sCBT7P97ZIXA, 6514909]
[paragraph, [61.0, 570.0, 160.0, 18.0], shoonya_11sCBT7P97ZIXA, 6514909]
[paragraph, [227.0, 570.0, 158.0, 18.0], shoonya_6s2Z8A5NMY30CA, 6514909]
[paragraph, [227.0, 588.0, 158.0, 18.0], shoonya_6s2Z8A5NMY30CA, 6514909]
