[872, 605]
[chapter-title, [262.0, 34.0, 68.0, 30.0], N6vSpCImD5, 6457149]
[folio, [431.0, 41.0, 140.0, 18.0], shoonya_0sVRX8SCL2XPPR, 6457149]
[paragraph, [299.0, 78.0, 226.0, 18.0], shoonya_9sYGJ6YUOKWU9Q, 6457149]
[paragraph, [299.0, 98.0, 255.0, 18.0], vLb1GpZpaY, 6457149]
[paragraph, [299.0, 116.0, 255.0, 18.0], vLb1GpZpaY, 6457149]
[paragraph, [299.0, 134.0, 255.0, 18.0], vLb1GpZpaY, 6457149]
[paragraph, [48.0, 100.0, 253.0, 18.0], shoonya_5s4ARXLFF5YOUT, 6457149]
[paragraph, [48.0, 118.0, 253.0, 18.0], shoonya_5s4ARXLFF5YOUT, 6457149]
[paragraph, [48.0, 136.0, 253.0, 18.0], shoonya_5s4ARXLFF5YOUT, 6457149]
[paragraph, [48.0, 154.0, 253.0, 18.0], shoonya_5s4ARXLFF5YOUT, 6457149]
[paragraph, [48.0, 172.0, 253.0, 18.0], shoonya_5s4ARXLFF5YOUT, 6457149]
[paragraph, [48.0, 190.0, 253.0, 18.0], shoonya_5s4ARXLFF5YOUT, 6457149]
[paragraph, [299.0, 152.0, 255.0, 18.0], U-6PSKVr7U, 6457149]
[paragraph, [299.0, 170.0, 255.0, 18.0], U-6PSKVr7U, 6457149]
[paragraph, [299.0, 188.0, 255.0, 18.0], U-6PSKVr7U, 6457149]
[paragraph, [299.0, 206.0, 255.0, 18.0], U-6PSKVr7U, 6457149]
[paragraph, [50.0, 207.0, 80.0, 18.0], shoonya_3sO88M596ROXNW, 6457149]
[paragraph, [55.0, 228.0, 224.0, 18.0], MZ60u_mtIx, 6457149]
[paragraph, [298.0, 232.0, 252.0, 18.0], cVToD32R9t, 6457149]
[paragraph, [54.0, 248.0, 234.0, 18.0], d-YSSAZfj1, 6457149]
[paragraph, [297.0, 251.0, 261.0, 18.0], k1wXHO0oaW, 6457149]
[paragraph, [297.0, 269.0, 261.0, 18.0], k1wXHO0oaW, 6457149]
[paragraph, [45.0, 271.0, 255.0, 18.0], 9tnfGnJEKQ, 6457149]
[paragraph, [45.0, 289.0, 255.0, 18.0], 9tnfGnJEKQ, 6457149]
[paragraph, [45.0, 307.0, 255.0, 18.0], 9tnfGnJEKQ, 6457149]
[paragraph, [297.0, 288.0, 235.0, 18.0], ARkb2ZzotG, 6457149]
[paragraph, [304.0, 307.0, 252.0, 18.0], mxiR8rE9Qp, 6457149]
[paragraph, [304.0, 325.0, 252.0, 18.0], mxiR8rE9Qp, 6457149]
[paragraph, [304.0, 343.0, 252.0, 18.0], mxiR8rE9Qp, 6457149]
[paragraph, [304.0, 361.0, 252.0, 18.0], mxiR8rE9Qp, 6457149]
[paragraph, [304.0, 379.0, 252.0, 18.0], mxiR8rE9Qp, 6457149]
[paragraph, [304.0, 397.0, 252.0, 18.0], mxiR8rE9Qp, 6457149]
[paragraph, [60.0, 326.0, 64.0, 18.0], ikghnC1sLw, 6457149]
[paragraph, [46.0, 341.0, 252.0, 18.0], qV8zMvLZPl, 6457149]
[paragraph, [46.0, 359.0, 252.0, 18.0], qV8zMvLZPl, 6457149]
[paragraph, [45.0, 378.0, 246.0, 18.0], 95qnGCVAVX, 6457149]
[paragraph, [53.0, 402.0, 231.0, 18.0], maNUm-fsTj, 6457149]
[paragraph, [303.0, 411.0, 250.0, 18.0], WUNTy-PHdD, 6457149]
[paragraph, [303.0, 429.0, 250.0, 18.0], WUNTy-PHdD, 6457149]
[paragraph, [303.0, 447.0, 250.0, 18.0], WUNTy-PHdD, 6457149]
[paragraph, [303.0, 465.0, 250.0, 18.0], WUNTy-PHdD, 6457149]
[paragraph, [40.0, 421.0, 119.0, 18.0], 0UnJaf6xCg, 6457149]
[paragraph, [120.0, 438.0, 123.0, 18.0], EfHbm_g84d, 6457149]
[paragraph, [54.0, 460.0, 251.0, 18.0], shoonya_4sQHCSITS7DH6I, 6457149]
[paragraph, [54.0, 478.0, 251.0, 18.0], shoonya_4sQHCSITS7DH6I, 6457149]
[paragraph, [54.0, 496.0, 251.0, 18.0], shoonya_4sQHCSITS7DH6I, 6457149]
[paragraph, [54.0, 514.0, 251.0, 18.0], shoonya_4sQHCSITS7DH6I, 6457149]
[paragraph, [54.0, 532.0, 251.0, 18.0], shoonya_4sQHCSITS7DH6I, 6457149]
[paragraph, [54.0, 550.0, 251.0, 18.0], shoonya_4sQHCSITS7DH6I, 6457149]
[paragraph, [300.0, 486.0, 250.0, 18.0], 8gmkz9O3Dr, 6457149]
[paragraph, [300.0, 504.0, 250.0, 18.0], 8gmkz9O3Dr, 6457149]
[paragraph, [309.0, 527.0, 184.0, 18.0], c3YE1M8DZP, 6457149]
[paragraph, [313.0, 547.0, 197.0, 18.0], irAHdLL0Fk, 6457149]
[paragraph, [302.0, 568.0, 249.0, 18.0], Dv99-m-14V, 6457149]
[paragraph, [51.0, 583.0, 255.0, 18.0], shoonya_6s8CVF1ICLTVGO, 6457149]
[paragraph, [51.0, 601.0, 255.0, 18.0], shoonya_6s8CVF1ICLTVGO, 6457149]
[paragraph, [306.0, 585.0, 218.0, 18.0], nq5pC2mV5c, 6457149]
[paragraph, [316.0, 607.0, 244.0, 18.0], IDaK80raRK, 6457149]
[paragraph, [68.0, 618.0, 65.0, 18.0], R3kaEEYXok, 6457149]
[reference, [305.0, 638.0, 248.0, 18.0], 0jRn79j_Gb, 6457149]
[reference, [305.0, 656.0, 248.0, 18.0], 0jRn79j_Gb, 6457149]
[reference, [305.0, 674.0, 248.0, 18.0], 0jRn79j_Gb, 6457149]
[reference, [305.0, 692.0, 248.0, 18.0], 0jRn79j_Gb, 6457149]
[reference, [305.0, 710.0, 248.0, 18.0], 0jRn79j_Gb, 6457149]
[reference, [305.0, 728.0, 248.0, 18.0], 0jRn79j_Gb, 6457149]
[reference, [305.0, 746.0, 248.0, 18.0], 0jRn79j_Gb, 6457149]
[reference, [305.0, 764.0, 248.0, 18.0], 0jRn79j_Gb, 6457149]
[reference, [305.0, 782.0, 248.0, 18.0], 0jRn79j_Gb, 6457149]
[reference, [305.0, 800.0, 248.0, 18.0], 0jRn79j_Gb, 6457149]
[paragraph, [109.0, 660.0, 145.0, 18.0], hbf8a4tPSL, 6457149]
[paragraph, [135.0, 682.0, 168.0, 18.0], JHt3nlcJIU, 6457149]
[reference, [54.0, 703.0, 255.0, 18.0], shoonya_7sS1PN3Q3B1Y96, 6457149]
[reference, [54.0, 721.0, 255.0, 18.0], shoonya_7sS1PN3Q3B1Y96, 6457149]
[reference, [54.0, 739.0, 255.0, 18.0], shoonya_7sS1PN3Q3B1Y96, 6457149]
[reference, [54.0, 757.0, 255.0, 18.0], shoonya_7sS1PN3Q3B1Y96, 6457149]
[reference, [54.0, 775.0, 255.0, 18.0], shoonya_7sS1PN3Q3B1Y96, 6457149]
[reference, [54.0, 793.0, 255.0, 18.0], shoonya_7sS1PN3Q3B1Y96, 6457149]
[reference, [54.0, 811.0, 255.0, 18.0], shoonya_7sS1PN3Q3B1Y96, 6457149]
