[2339, 1654]
[folio, [117.0, 55.0, 714.0, 36.0], 2HrpmTV-Mr, 5751077]
[paragraph, [121.0, 111.0, 976.0, 36.0], Yt1pGqDjgk, 5751077]
[paragraph, [109.0, 183.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 219.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 255.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 291.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 327.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 363.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 399.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 435.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 471.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 507.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 543.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 579.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 615.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 651.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 687.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 723.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 759.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 795.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 831.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 867.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 903.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 939.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 975.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1011.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1047.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1083.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1119.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1155.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1191.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1227.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1263.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1299.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1335.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1371.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1407.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [109.0, 1443.0, 1445.0, 36.0], shoonya_1sRPKAF2RXV67O, 5751077]
[paragraph, [105.0, 1523.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1559.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1595.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1631.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1667.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1703.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1739.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1775.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1811.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1847.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1883.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1919.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1955.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 1991.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 2027.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 2063.0, 1445.0, 36.0], shoonya_0sLTIAO2CLDIH3, 5751077]
[paragraph, [105.0, 2103.0, 1443.0, 36.0], O8Kr-5a3j2, 5751077]
[paragraph, [105.0, 2139.0, 1443.0, 36.0], O8Kr-5a3j2, 5751077]
[paragraph, [105.0, 2175.0, 1443.0, 36.0], O8Kr-5a3j2, 5751077]
