[1755, 1240]
[paragraph, [218.0, 150.0, 876.0, 36.0], shoonya_3sZLQWR1MBJ5AT, 5693242]
[paragraph, [218.0, 186.0, 876.0, 36.0], shoonya_3sZLQWR1MBJ5AT, 5693242]
[paragraph, [216.0, 282.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 318.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 354.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 390.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 426.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 462.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 498.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 534.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 570.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 606.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 642.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 678.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 714.0, 878.0, 36.0], shoonya_1s9OK0SSA6YPCX, 5693242]
[paragraph, [216.0, 795.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 831.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 867.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 903.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 939.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 975.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 1011.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 1047.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 1083.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 1119.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 1155.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 1191.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 1227.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [216.0, 1263.0, 878.0, 36.0], shoonya_0sC3ZOK1X0L5VQ, 5693242]
[paragraph, [217.0, 1366.0, 882.0, 36.0], shoonya_2sY9BRUSDZ138D, 5693242]
[paragraph, [217.0, 1402.0, 882.0, 36.0], shoonya_2sY9BRUSDZ138D, 5693242]
[paragraph, [217.0, 1438.0, 882.0, 36.0], shoonya_2sY9BRUSDZ138D, 5693242]
[paragraph, [217.0, 1474.0, 882.0, 36.0], shoonya_2sY9BRUSDZ138D, 5693242]
[paragraph, [217.0, 1510.0, 882.0, 36.0], shoonya_2sY9BRUSDZ138D, 5693242]
