[1230, 750]
[folio, [413.0, 37.0, 256.0, 18.0], Zpn3xrwfAu, 6470208]
[paragraph, [77.0, 97.0, 588.0, 18.0], QtirZHbtNI, 6470208]
[paragraph, [77.0, 115.0, 588.0, 18.0], QtirZHbtNI, 6470208]
[paragraph, [77.0, 133.0, 588.0, 18.0], QtirZHbtNI, 6470208]
[paragraph, [77.0, 151.0, 588.0, 18.0], QtirZHbtNI, 6470208]
[paragraph, [77.0, 169.0, 588.0, 18.0], QtirZHbtNI, 6470208]
[paragraph, [77.0, 187.0, 588.0, 18.0], QtirZHbtNI, 6470208]
[paragraph, [77.0, 205.0, 588.0, 18.0], QtirZHbtNI, 6470208]
[paragraph, [77.0, 223.0, 588.0, 18.0], QtirZHbtNI, 6470208]
[paragraph, [77.0, 241.0, 588.0, 18.0], QtirZHbtNI, 6470208]
[paragraph, [77.0, 259.0, 588.0, 18.0], QtirZHbtNI, 6470208]
[paragraph, [77.0, 286.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 304.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 322.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 340.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 358.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 376.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 394.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 412.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 430.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 448.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 466.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 484.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 502.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 520.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 538.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 556.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 574.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 592.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 610.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 628.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 646.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 664.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 682.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 700.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 718.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 736.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 754.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 772.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 790.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 808.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 826.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 844.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 862.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [77.0, 880.0, 585.0, 18.0], bgQlGJYYG8, 6470208]
[paragraph, [74.0, 894.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 912.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 930.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 948.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 966.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 984.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 1002.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 1020.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 1038.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 1056.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 1074.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
[paragraph, [74.0, 1092.0, 591.0, 18.0], ITtb5qGa8f, 6470208]
