[1257, 896]
[chapter-title, [240.0, 21.0, 303.0, 30.0], shoonya_0sLBQJ7ND09A4E, 5776093]
[paragraph, [66.0, 79.0, 680.0, 18.0], yLLokKWyxm, 5776093]
[paragraph, [66.0, 97.0, 680.0, 18.0], yLLokKWyxm, 5776093]
[paragraph, [67.0, 130.0, 681.0, 18.0], IyIG3IFlv6, 5776093]
[paragraph, [67.0, 148.0, 681.0, 18.0], IyIG3IFlv6, 5776093]
[paragraph, [67.0, 166.0, 681.0, 18.0], IyIG3IFlv6, 5776093]
[paragraph, [67.0, 184.0, 681.0, 18.0], IyIG3IFlv6, 5776093]
[paragraph, [67.0, 202.0, 681.0, 18.0], IyIG3IFlv6, 5776093]
[paragraph, [67.0, 220.0, 681.0, 18.0], IyIG3IFlv6, 5776093]
[paragraph, [67.0, 238.0, 681.0, 18.0], IyIG3IFlv6, 5776093]
[paragraph, [67.0, 256.0, 681.0, 18.0], IyIG3IFlv6, 5776093]
[paragraph, [67.0, 274.0, 681.0, 18.0], IyIG3IFlv6, 5776093]
[paragraph, [66.0, 301.0, 685.0, 18.0], FOVwgTjVFt, 5776093]
[paragraph, [66.0, 319.0, 685.0, 18.0], FOVwgTjVFt, 5776093]
[paragraph, [66.0, 337.0, 685.0, 18.0], FOVwgTjVFt, 5776093]
[paragraph, [66.0, 360.0, 680.0, 18.0], Lzj99UMxga, 5776093]
[paragraph, [66.0, 378.0, 680.0, 18.0], Lzj99UMxga, 5776093]
[paragraph, [62.0, 409.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 427.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 445.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 463.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 481.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 499.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 517.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 535.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 553.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 571.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 589.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 607.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [62.0, 625.0, 682.0, 18.0], 8HROHWWSLr, 5776093]
[paragraph, [61.0, 657.0, 680.0, 18.0], QzjqKDkZ2d, 5776093]
[paragraph, [61.0, 675.0, 680.0, 18.0], QzjqKDkZ2d, 5776093]
[paragraph, [64.0, 708.0, 149.0, 18.0], 1dLyqIQ14p, 5776093]
[paragraph, [60.0, 732.0, 167.0, 18.0], EvKBa1WTwo, 5776093]
[paragraph, [100.0, 757.0, 560.0, 18.0], 5xzRBAbkhW, 5776093]
[paragraph, [74.0, 786.0, 665.0, 18.0], -1Yp25gI1T, 5776093]
[paragraph, [74.0, 804.0, 665.0, 18.0], -1Yp25gI1T, 5776093]
[paragraph, [72.0, 835.0, 424.0, 18.0], b5bLfcRVml, 5776093]
[paragraph, [70.0, 864.0, 675.0, 18.0], rIFtW4iBfz, 5776093]
[paragraph, [70.0, 882.0, 675.0, 18.0], rIFtW4iBfz, 5776093]
[paragraph, [70.0, 909.0, 676.0, 18.0], F0gi_Nufaj, 5776093]
[paragraph, [70.0, 927.0, 676.0, 18.0], F0gi_Nufaj, 5776093]
[paragraph, [68.0, 961.0, 680.0, 18.0], _F03-wKASE, 5776093]
[paragraph, [68.0, 979.0, 680.0, 18.0], _F03-wKASE, 5776093]
[paragraph, [68.0, 997.0, 680.0, 18.0], _F03-wKASE, 5776093]
[paragraph, [68.0, 1015.0, 680.0, 18.0], _F03-wKASE, 5776093]
