[1336, 843]
[paragraph, [31.0, 31.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 49.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 67.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 85.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 103.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 121.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 139.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 157.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 175.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 193.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 211.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 229.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 247.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [31.0, 265.0, 781.0, 18.0], VzbN-_Dh6Q, 5660247]
[paragraph, [74.0, 290.0, 632.0, 18.0], wZtMZUK_f4, 5660247]
[paragraph, [74.0, 308.0, 632.0, 18.0], wZtMZUK_f4, 5660247]
[paragraph, [74.0, 326.0, 632.0, 18.0], wZtMZUK_f4, 5660247]
[paragraph, [74.0, 344.0, 632.0, 18.0], wZtMZUK_f4, 5660247]
[paragraph, [74.0, 362.0, 632.0, 18.0], wZtMZUK_f4, 5660247]
[paragraph, [74.0, 380.0, 632.0, 18.0], wZtMZUK_f4, 5660247]
[sidebar, [458.0, 406.0, 342.0, 18.0], wxRJOsxpsK, 5660247]
[paragraph, [21.0, 442.0, 787.0, 18.0], 1R7XZmknCw, 5660247]
[paragraph, [21.0, 460.0, 787.0, 18.0], 1R7XZmknCw, 5660247]
[paragraph, [21.0, 478.0, 787.0, 18.0], 1R7XZmknCw, 5660247]
[paragraph, [21.0, 496.0, 787.0, 18.0], 1R7XZmknCw, 5660247]
[paragraph, [21.0, 514.0, 787.0, 18.0], 1R7XZmknCw, 5660247]
[paragraph, [21.0, 532.0, 787.0, 18.0], 1R7XZmknCw, 5660247]
[paragraph, [21.0, 550.0, 787.0, 18.0], 1R7XZmknCw, 5660247]
[paragraph, [83.0, 581.0, 707.0, 18.0], 79QvN3PatC, 5660247]
[paragraph, [83.0, 599.0, 707.0, 18.0], 79QvN3PatC, 5660247]
[paragraph, [83.0, 617.0, 707.0, 18.0], 79QvN3PatC, 5660247]
[sidebar, [480.0, 654.0, 327.0, 18.0], meKCYVERHZ, 5660247]
[paragraph, [21.0, 690.0, 807.0, 18.0], m7Jny_WoM1, 5660247]
[paragraph, [21.0, 708.0, 807.0, 18.0], m7Jny_WoM1, 5660247]
[paragraph, [21.0, 726.0, 807.0, 18.0], m7Jny_WoM1, 5660247]
[paragraph, [21.0, 744.0, 807.0, 18.0], m7Jny_WoM1, 5660247]
[paragraph, [21.0, 762.0, 807.0, 18.0], m7Jny_WoM1, 5660247]
[paragraph, [21.0, 780.0, 807.0, 18.0], m7Jny_WoM1, 5660247]
[paragraph, [21.0, 798.0, 807.0, 18.0], m7Jny_WoM1, 5660247]
[paragraph, [40.0, 838.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 856.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 874.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 892.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 910.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 928.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 946.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 964.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 982.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1000.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1018.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1036.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1054.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1072.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1090.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1108.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1126.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1144.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1162.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[paragraph, [40.0, 1180.0, 759.0, 18.0], shoonya_0sGSE89C9DRZ4M, 5660247]
[folio, [30.0, 1213.0, 164.0, 18.0], 8Quc6fhxdE, 5660247]
