[2200, 1700]
[paragraph, [189.0, 181.0, 1211.0, 36.0], shoonya_3s4GARAW6NP5QL, 5754104]
[paragraph, [189.0, 217.0, 1211.0, 36.0], shoonya_3s4GARAW6NP5QL, 5754104]
[paragraph, [189.0, 253.0, 1211.0, 36.0], shoonya_3s4GARAW6NP5QL, 5754104]
[paragraph, [189.0, 289.0, 1211.0, 36.0], shoonya_3s4GARAW6NP5QL, 5754104]
[paragraph, [184.0, 365.0, 1217.0, 36.0], shoonya_4sC4DAEWYZNHSY, 5754104]
[paragraph, [184.0, 401.0, 1217.0, 36.0], shoonya_4sC4DAEWYZNHSY, 5754104]
[paragraph, [184.0, 437.0, 1217.0, 36.0], shoonya_4sC4DAEWYZNHSY, 5754104]
[paragraph, [184.0, 473.0, 1217.0, 36.0], shoonya_4sC4DAEWYZNHSY, 5754104]
[paragraph, [172.0, 553.0, 1227.0, 36.0], v0xEAWgbTj, 5754104]
[paragraph, [172.0, 589.0, 1227.0, 36.0], v0xEAWgbTj, 5754104]
[paragraph, [172.0, 625.0, 1227.0, 36.0], v0xEAWgbTj, 5754104]
[paragraph, [172.0, 661.0, 1227.0, 36.0], v0xEAWgbTj, 5754104]
[paragraph, [172.0, 697.0, 1227.0, 36.0], v0xEAWgbTj, 5754104]
[paragraph, [172.0, 733.0, 1227.0, 36.0], v0xEAWgbTj, 5754104]
[paragraph, [172.0, 769.0, 1227.0, 36.0], v0xEAWgbTj, 5754104]
[paragraph, [172.0, 805.0, 1227.0, 36.0], v0xEAWgbTj, 5754104]
[paragraph, [172.0, 841.0, 1227.0, 36.0], v0xEAWgbTj, 5754104]
[paragraph, [185.0, 903.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 939.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 975.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1011.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1047.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1083.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1119.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1155.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1191.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1227.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1263.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1299.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1335.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [185.0, 1371.0, 1205.0, 36.0], shoonya_2sDHNJE3Y32KSW, 5754104]
[paragraph, [187.0, 1427.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1463.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1499.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1535.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1571.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1607.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1643.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1679.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1715.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1751.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1787.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1823.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1859.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
[paragraph, [187.0, 1895.0, 1230.0, 36.0], shoonya_0sWTM1UONU451Y, 5754104]
