[1369, 861]
[paragraph, [125.0, 94.0, 685.0, 18.0], shoonya_1sGUZ1XP4GE41E, 5781700]
[paragraph, [125.0, 112.0, 685.0, 18.0], shoonya_1sGUZ1XP4GE41E, 5781700]
[ordered-list, [176.0, 148.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 166.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 184.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 202.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 220.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 238.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 256.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 274.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 292.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 310.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 328.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 346.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 364.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 382.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 400.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 418.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 436.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 454.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 472.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 490.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 508.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 526.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 544.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 562.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [176.0, 580.0, 633.0, 18.0], shoonya_8sG02FYWF52MB4, 5781700]
[ordered-list, [106.0, 616.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 634.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 652.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 670.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 688.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 706.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 724.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 742.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 760.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 778.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 796.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 814.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 832.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 850.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 868.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 886.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 904.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 922.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 940.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 958.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 976.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 994.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 1012.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 1030.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 1048.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 1066.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 1084.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 1102.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 1120.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[ordered-list, [106.0, 1138.0, 713.0, 18.0], shoonya_5sQDS3J3KSDTW5, 5781700]
[sub-ordered-list, [125.0, 692.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 710.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 728.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 746.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 764.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 782.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 800.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 818.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 836.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 854.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 872.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 890.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 908.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 926.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 944.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 962.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 980.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 998.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 1016.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 1034.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 1052.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 1070.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 1088.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 1106.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[sub-ordered-list, [125.0, 1124.0, 688.0, 18.0], shoonya_0sOKWR5LU5ACXT, 5781700]
[subsub-ordered-list, [174.0, 768.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 786.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 804.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 822.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 840.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 858.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 876.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 894.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 912.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 930.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 948.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 966.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 984.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 1002.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 1020.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 1038.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 1056.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 1074.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 1092.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
[subsub-ordered-list, [174.0, 1110.0, 631.0, 18.0], shoonya_6s4SRP50V0V21E, 5781700]
