[2339, 1656]
[paragraph, [280.0, 195.0, 1182.0, 36.0], shoonya_3sPSQNVG1TATDF, 5730819]
[paragraph, [280.0, 231.0, 1182.0, 36.0], shoonya_3sPSQNVG1TATDF, 5730819]
[paragraph, [280.0, 267.0, 1182.0, 36.0], shoonya_3sPSQNVG1TATDF, 5730819]
[paragraph, [280.0, 303.0, 1182.0, 36.0], shoonya_3sPSQNVG1TATDF, 5730819]
[paragraph, [280.0, 339.0, 1182.0, 36.0], shoonya_3sPSQNVG1TATDF, 5730819]
[paragraph, [280.0, 375.0, 1182.0, 36.0], shoonya_3sPSQNVG1TATDF, 5730819]
[paragraph, [280.0, 411.0, 1182.0, 36.0], shoonya_3sPSQNVG1TATDF, 5730819]
[paragraph, [280.0, 447.0, 1182.0, 36.0], shoonya_3sPSQNVG1TATDF, 5730819]
[paragraph, [280.0, 483.0, 1182.0, 36.0], shoonya_3sPSQNVG1TATDF, 5730819]
[paragraph, [280.0, 519.0, 1182.0, 36.0], shoonya_3sPSQNVG1TATDF, 5730819]
[paragraph, [287.0, 554.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 590.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 626.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 662.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 698.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 734.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 770.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 806.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 842.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 878.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 914.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [287.0, 950.0, 1178.0, 36.0], shoonya_2sV6AQ70JTRX6D, 5730819]
[paragraph, [286.0, 1491.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1527.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1563.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1599.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1635.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1671.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1707.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1743.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1779.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1815.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1851.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1887.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1923.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1959.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
[paragraph, [286.0, 1995.0, 1173.0, 36.0], shoonya_0sX02U97YPFGG1, 5730819]
