[2339, 1656]
[headline, [504.0, 218.0, 645.0, 67.5], shoonya_1s5RLE41O1X2MA, 5752495]
[paragraph, [174.0, 437.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 473.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 509.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 545.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 581.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 617.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 653.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 689.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 725.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 761.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 797.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 833.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 869.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [174.0, 905.0, 561.0, 36.0], k3eqrG-7Mu, 5752495]
[paragraph, [182.0, 1059.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1095.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1131.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1167.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1203.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1239.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1275.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1311.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1347.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1383.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1419.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1455.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1491.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1527.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1563.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1599.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1635.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1671.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1707.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1743.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1779.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1815.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[paragraph, [182.0, 1851.0, 420.0, 36.0], EnnlQLzFcg, 5752495]
[folio, [80.0, 2178.0, 504.0, 36.0], shoonya_0sIKSTS54L8TNG, 5752495]
