[1447, 1063]
[folio, [410.0, 44.0, 239.0, 18.0], WBJ8ievxDF, 5762991]
[folio, [410.0, 62.0, 239.0, 18.0], WBJ8ievxDF, 5762991]
[paragraph, [90.0, 96.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 114.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 132.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 150.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 168.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 186.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 204.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 222.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 240.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 258.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 276.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 294.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 312.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 330.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 348.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 366.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 384.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 402.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 420.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 438.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 456.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 474.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 492.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 510.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [90.0, 528.0, 439.0, 18.0], shoonya_1s1XGET913XH39, 5762991]
[paragraph, [531.0, 96.0, 440.0, 18.0], shoonya_4sCKLV1FMIOSBL, 5762991]
[paragraph, [531.0, 114.0, 440.0, 18.0], shoonya_4sCKLV1FMIOSBL, 5762991]
[paragraph, [531.0, 132.0, 440.0, 18.0], shoonya_4sCKLV1FMIOSBL, 5762991]
[paragraph, [532.0, 158.0, 441.0, 18.0], shoonya_2s4L9SEJYVIXN0, 5762991]
[paragraph, [532.0, 176.0, 441.0, 18.0], shoonya_2s4L9SEJYVIXN0, 5762991]
[paragraph, [532.0, 194.0, 441.0, 18.0], shoonya_2s4L9SEJYVIXN0, 5762991]
[paragraph, [532.0, 212.0, 441.0, 18.0], shoonya_2s4L9SEJYVIXN0, 5762991]
[paragraph, [532.0, 230.0, 441.0, 18.0], shoonya_2s4L9SEJYVIXN0, 5762991]
[paragraph, [532.0, 248.0, 441.0, 18.0], shoonya_2s4L9SEJYVIXN0, 5762991]
[paragraph, [532.0, 266.0, 441.0, 18.0], shoonya_2s4L9SEJYVIXN0, 5762991]
[paragraph, [532.0, 284.0, 441.0, 18.0], shoonya_2s4L9SEJYVIXN0, 5762991]
[paragraph, [532.0, 302.0, 441.0, 18.0], shoonya_2s4L9SEJYVIXN0, 5762991]
[answer, [528.0, 361.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 379.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 397.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 415.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 433.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 451.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 469.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 487.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 505.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 523.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 541.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 559.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 577.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 595.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 613.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 631.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 649.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 667.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 685.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 703.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 721.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 739.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 757.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 775.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 793.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 811.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 829.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[answer, [528.0, 847.0, 439.0, 18.0], shoonya_7sDO31F3ZPTS93, 5762991]
[section-title, [94.0, 553.0, 261.0, 30.0], shoonya_8s0M1BKF5AO4UN, 5762991]
[paragraph, [90.0, 588.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 606.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 624.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 642.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 660.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 678.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 696.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 714.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 732.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 750.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 768.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 786.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 804.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 822.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
[paragraph, [90.0, 840.0, 437.0, 18.0], shoonya_3sNY9QDILHH3A3, 5762991]
