[1725, 1313]
[paragraph, [661.0, 164.0, 497.0, 36.0], tC3ZlnerEP, 5771958]
[paragraph, [661.0, 200.0, 497.0, 36.0], tC3ZlnerEP, 5771958]
[paragraph, [661.0, 236.0, 497.0, 36.0], tC3ZlnerEP, 5771958]
[paragraph, [661.0, 272.0, 497.0, 36.0], tC3ZlnerEP, 5771958]
[paragraph, [141.0, 166.0, 513.0, 36.0], shoonya_6sXLCAV4NA9RXT, 5771958]
[paragraph, [141.0, 202.0, 513.0, 36.0], shoonya_6sXLCAV4NA9RXT, 5771958]
[paragraph, [141.0, 238.0, 513.0, 36.0], shoonya_6sXLCAV4NA9RXT, 5771958]
[paragraph, [141.0, 274.0, 513.0, 36.0], shoonya_6sXLCAV4NA9RXT, 5771958]
[paragraph, [141.0, 310.0, 513.0, 36.0], shoonya_6sXLCAV4NA9RXT, 5771958]
[paragraph, [141.0, 346.0, 513.0, 36.0], shoonya_6sXLCAV4NA9RXT, 5771958]
[paragraph, [663.0, 424.0, 210.0, 36.0], shoonya_4sFHCWGHSJL6CM, 5771958]
[paragraph, [663.0, 460.0, 210.0, 36.0], shoonya_4sFHCWGHSJL6CM, 5771958]
[paragraph, [663.0, 496.0, 210.0, 36.0], shoonya_4sFHCWGHSJL6CM, 5771958]
[paragraph, [663.0, 532.0, 210.0, 36.0], shoonya_4sFHCWGHSJL6CM, 5771958]
[paragraph, [663.0, 568.0, 210.0, 36.0], shoonya_4sFHCWGHSJL6CM, 5771958]
[paragraph, [662.0, 646.0, 211.0, 36.0], shoonya_5s8627IHG34EAU, 5771958]
[paragraph, [662.0, 682.0, 211.0, 36.0], shoonya_5s8627IHG34EAU, 5771958]
[paragraph, [662.0, 718.0, 211.0, 36.0], shoonya_5s8627IHG34EAU, 5771958]
[paragraph, [662.0, 754.0, 211.0, 36.0], shoonya_5s8627IHG34EAU, 5771958]
[paragraph, [662.0, 790.0, 211.0, 36.0], shoonya_5s8627IHG34EAU, 5771958]
[paragraph, [662.0, 826.0, 211.0, 36.0], shoonya_5s8627IHG34EAU, 5771958]
[paragraph, [662.0, 893.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 929.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 965.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1001.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1037.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1073.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1109.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1145.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1181.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1217.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1253.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1289.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1325.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1361.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1397.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1433.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [662.0, 1469.0, 527.0, 36.0], shoonya_2sWFFP7N83YXSC, 5771958]
[paragraph, [120.0, 1037.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1073.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1109.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1145.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1181.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1217.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1253.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1289.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1325.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1361.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1397.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1433.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1469.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[paragraph, [120.0, 1505.0, 527.0, 36.0], shoonya_3s6STYC8CFA4A9, 5771958]
[folio, [582.0, 1575.0, 147.0, 36.0], DvsTE0hhFj, 5771958]
[folio, [82.0, 1670.0, 290.0, 36.0], Ltf3YvVunJ, 5771958]
