[2200, 1700]
[folio, [286.0, 182.0, 321.0, 36.0], x4ZrJZlpcG, 5752147]
[folio, [286.0, 218.0, 321.0, 36.0], x4ZrJZlpcG, 5752147]
[paragraph, [187.0, 337.0, 1330.0, 36.0], a8Rx8A0KMv, 5752147]
[paragraph, [187.0, 373.0, 1330.0, 36.0], a8Rx8A0KMv, 5752147]
[paragraph, [187.0, 409.0, 1330.0, 36.0], a8Rx8A0KMv, 5752147]
[paragraph, [187.0, 445.0, 1330.0, 36.0], a8Rx8A0KMv, 5752147]
[paragraph, [187.0, 481.0, 1330.0, 36.0], a8Rx8A0KMv, 5752147]
[paragraph, [187.0, 517.0, 1330.0, 36.0], a8Rx8A0KMv, 5752147]
[paragraph, [187.0, 553.0, 1330.0, 36.0], a8Rx8A0KMv, 5752147]
[paragraph, [187.0, 589.0, 1330.0, 36.0], a8Rx8A0KMv, 5752147]
[paragraph, [187.0, 625.0, 1330.0, 36.0], a8Rx8A0KMv, 5752147]
[paragraph, [182.0, 742.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 778.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 814.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 850.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 886.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 922.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 958.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 994.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 1030.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 1066.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 1102.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 1138.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 1174.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 1210.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 1246.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 1282.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [182.0, 1318.0, 1314.0, 36.0], shoonya_4s2E7GTMSUWRT8, 5752147]
[paragraph, [199.0, 1377.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1413.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1449.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1485.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1521.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1557.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1593.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1629.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1665.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1701.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1737.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1773.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1809.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1845.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1881.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[paragraph, [199.0, 1917.0, 1286.0, 36.0], shoonya_1sP40ZFXT5Y0LN, 5752147]
[folio, [371.0, 1998.0, 395.0, 36.0], Iy19Ls7dh_, 5752147]
[folio, [925.0, 2010.0, 306.0, 36.0], shoonya_2s2WG8DQJVK2E1, 5752147]
