[1744, 1332]
[paragraph, [667.0, 151.0, 533.0, 36.0], shoonya_6s8J0HOE8ZWBD7, 5771841]
[paragraph, [667.0, 187.0, 533.0, 36.0], shoonya_6s8J0HOE8ZWBD7, 5771841]
[paragraph, [667.0, 223.0, 533.0, 36.0], shoonya_6s8J0HOE8ZWBD7, 5771841]
[paragraph, [667.0, 259.0, 533.0, 36.0], shoonya_6s8J0HOE8ZWBD7, 5771841]
[paragraph, [667.0, 295.0, 533.0, 36.0], shoonya_6s8J0HOE8ZWBD7, 5771841]
[paragraph, [122.0, 152.0, 536.0, 36.0], shoonya_1s2NDUKYKI41WL, 5771841]
[paragraph, [122.0, 188.0, 536.0, 36.0], shoonya_1s2NDUKYKI41WL, 5771841]
[paragraph, [122.0, 224.0, 536.0, 36.0], shoonya_1s2NDUKYKI41WL, 5771841]
[paragraph, [122.0, 260.0, 536.0, 36.0], shoonya_1s2NDUKYKI41WL, 5771841]
[paragraph, [122.0, 296.0, 536.0, 36.0], shoonya_1s2NDUKYKI41WL, 5771841]
[paragraph, [123.0, 335.0, 537.0, 36.0], shoonya_2sNFEVT55UTKV3, 5771841]
[paragraph, [123.0, 371.0, 537.0, 36.0], shoonya_2sNFEVT55UTKV3, 5771841]
[paragraph, [123.0, 407.0, 537.0, 36.0], shoonya_2sNFEVT55UTKV3, 5771841]
[paragraph, [123.0, 443.0, 537.0, 36.0], shoonya_2sNFEVT55UTKV3, 5771841]
[paragraph, [123.0, 479.0, 537.0, 36.0], shoonya_2sNFEVT55UTKV3, 5771841]
[paragraph, [123.0, 515.0, 537.0, 36.0], shoonya_2sNFEVT55UTKV3, 5771841]
[paragraph, [123.0, 551.0, 537.0, 36.0], shoonya_2sNFEVT55UTKV3, 5771841]
[paragraph, [669.0, 336.0, 530.0, 36.0], shoonya_5s96S8VJIBVTZA, 5771841]
[paragraph, [669.0, 372.0, 530.0, 36.0], shoonya_5s96S8VJIBVTZA, 5771841]
[paragraph, [669.0, 446.0, 532.0, 36.0], shoonya_0sZCAYWZWJHC68, 5771841]
[paragraph, [669.0, 482.0, 532.0, 36.0], shoonya_0sZCAYWZWJHC68, 5771841]
[paragraph, [669.0, 518.0, 532.0, 36.0], shoonya_0sZCAYWZWJHC68, 5771841]
[paragraph, [669.0, 554.0, 532.0, 36.0], shoonya_0sZCAYWZWJHC68, 5771841]
[paragraph, [123.0, 595.0, 368.0, 36.0], qT-eJjGUYZ, 5771841]
[paragraph, [839.0, 597.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 633.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 669.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 705.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 741.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 777.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 813.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 849.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 885.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 921.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 957.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 993.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 1029.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 1065.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[paragraph, [839.0, 1101.0, 362.0, 36.0], shoonya_10s25R7I19TRXP, 5771841]
[sidebar, [501.0, 626.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 662.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 698.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 734.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 770.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 806.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 842.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 878.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 914.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 950.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 986.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 1022.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[sidebar, [501.0, 1058.0, 331.0, 36.0], mP0nc-nqOo, 5771841]
[paragraph, [123.0, 667.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [123.0, 703.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [123.0, 739.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [123.0, 775.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [123.0, 811.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [123.0, 847.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [123.0, 883.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [123.0, 919.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
[paragraph, [123.0, 955.0, 371.0, 36.0], shoonya_3sTLHS088FMMDE, 5771841]
