[1806, 1262]
[chapter-title, [277.0, 394.0, 711.0, 58.5], shoonya_3sQ8AOHLBUKPXF, 5681503]
[chapter-title, [277.0, 452.5, 711.0, 58.5], shoonya_3sQ8AOHLBUKPXF, 5681503]
[author, [576.0, 597.0, 161.0, 36.0], shoonya_2s9YP4RGHFRF0D, 5681503]
[paragraph, [645.0, 680.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 716.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 752.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 788.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 824.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 860.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 896.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 932.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 968.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1004.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1040.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1076.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1112.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1148.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1184.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1220.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1256.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1292.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1328.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1364.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1400.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1436.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
[paragraph, [645.0, 1472.0, 525.0, 36.0], shoonya_1sGX7LST9G5AKL, 5681503]
