[1242, 890]
[chapter-title, [274.0, 36.0, 227.0, 30.0], shoonya_0sW13IQM0NIPXQ, 5775932]
[paragraph, [61.0, 86.0, 642.0, 18.0], qwV8YsgCKt, 5775932]
[paragraph, [61.0, 104.0, 642.0, 18.0], qwV8YsgCKt, 5775932]
[paragraph, [60.0, 136.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 154.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 172.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 190.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 208.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 226.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 244.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 262.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 280.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 298.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 316.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 334.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 352.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 370.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 388.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 406.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 424.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 442.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 460.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [60.0, 478.0, 642.0, 18.0], Izc6dWWYH-, 5775932]
[paragraph, [53.0, 513.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 531.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 549.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 567.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 585.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 603.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 621.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 639.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 657.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 675.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 693.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [53.0, 711.0, 648.0, 18.0], DEYM_A8aal, 5775932]
[paragraph, [50.0, 734.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 752.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 770.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 788.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 806.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 824.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 842.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 860.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 878.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 896.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 914.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 932.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 950.0, 651.0, 18.0], d-m5kzNH_d, 5775932]
[paragraph, [50.0, 986.0, 653.0, 18.0], zjoCpQCVe2, 5775932]
[paragraph, [50.0, 1004.0, 653.0, 18.0], zjoCpQCVe2, 5775932]
[paragraph, [48.0, 1034.0, 662.0, 18.0], bZ2H5F-M97, 5775932]
[paragraph, [48.0, 1052.0, 662.0, 18.0], bZ2H5F-M97, 5775932]
[paragraph, [48.0, 1070.0, 662.0, 18.0], bZ2H5F-M97, 5775932]
