[3509, 2480]
[paragraph, [357.0, 379.0, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 431.5, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 484.0, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 536.5, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 589.0, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 641.5, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 694.0, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 746.5, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 799.0, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 851.5, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 904.0, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 956.5, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 1009.0, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 1061.5, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 1114.0, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 1166.5, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 1219.0, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [357.0, 1271.5, 1767.0, 52.5], shoonya_2sLALWRGTD5EE0, 5724339]
[paragraph, [336.0, 1434.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 1486.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 1539.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 1591.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 1644.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 1696.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 1749.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 1801.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 1854.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 1906.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 1959.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2011.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2064.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2116.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2169.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2221.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2274.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2326.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2379.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2431.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2484.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2536.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2589.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2641.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2694.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2746.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2799.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2851.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2904.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 2956.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 3009.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 3061.5, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
[paragraph, [336.0, 3114.0, 1834.0, 52.5], shoonya_0sVSFVAM2PJVWV, 5724339]
