[1005, 663]
[author, [402.0, 51.0, 213.0, 18.0], rvkaTAVEce, 5773625]
[ordered-list, [52.0, 52.0, 146.0, 18.0], shoonya_2s5QPS434S6I8E, 5773625]
[paragraph, [41.0, 94.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 112.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 130.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 148.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 166.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 184.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 202.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 220.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 238.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 256.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 274.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 292.0, 583.0, 18.0], shoonya_0sMMBT77AZK8Y6, 5773625]
[paragraph, [41.0, 310.0, 584.0, 18.0], shoonya_1s0E2FNE6LHRRE, 5773625]
[paragraph, [41.0, 328.0, 584.0, 18.0], shoonya_1s0E2FNE6LHRRE, 5773625]
[paragraph, [41.0, 346.0, 584.0, 18.0], shoonya_1s0E2FNE6LHRRE, 5773625]
[paragraph, [41.0, 364.0, 584.0, 18.0], shoonya_1s0E2FNE6LHRRE, 5773625]
[paragraph, [44.0, 400.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[paragraph, [44.0, 418.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[paragraph, [44.0, 436.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[paragraph, [44.0, 454.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[paragraph, [44.0, 472.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[paragraph, [44.0, 490.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[paragraph, [44.0, 508.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[paragraph, [44.0, 526.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[paragraph, [44.0, 544.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[paragraph, [44.0, 562.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[paragraph, [44.0, 580.0, 583.0, 18.0], d6t5ZTwukR, 5773625]
[section-title, [169.0, 610.0, 321.0, 30.0], pCUxx26ZF9, 5773625]
[paragraph, [42.0, 644.0, 576.0, 18.0], 6ixsD3-nXg, 5773625]
[paragraph, [42.0, 662.0, 576.0, 18.0], 6ixsD3-nXg, 5773625]
[paragraph, [42.0, 680.0, 576.0, 18.0], 6ixsD3-nXg, 5773625]
[paragraph, [42.0, 698.0, 576.0, 18.0], 6ixsD3-nXg, 5773625]
[paragraph, [42.0, 716.0, 576.0, 18.0], 6ixsD3-nXg, 5773625]
[paragraph, [42.0, 734.0, 576.0, 18.0], 6ixsD3-nXg, 5773625]
[paragraph, [42.0, 752.0, 576.0, 18.0], 6ixsD3-nXg, 5773625]
[paragraph, [43.0, 775.0, 584.0, 18.0], 2vqPF90UNz, 5773625]
[paragraph, [43.0, 793.0, 584.0, 18.0], 2vqPF90UNz, 5773625]
[paragraph, [43.0, 811.0, 584.0, 18.0], 2vqPF90UNz, 5773625]
[paragraph, [43.0, 829.0, 584.0, 18.0], 2vqPF90UNz, 5773625]
[paragraph, [43.0, 847.0, 584.0, 18.0], 2vqPF90UNz, 5773625]
[paragraph, [43.0, 865.0, 584.0, 18.0], 2vqPF90UNz, 5773625]
[paragraph, [43.0, 883.0, 584.0, 18.0], 2vqPF90UNz, 5773625]
[paragraph, [43.0, 901.0, 584.0, 18.0], 2vqPF90UNz, 5773625]
[paragraph, [43.0, 919.0, 584.0, 18.0], 2vqPF90UNz, 5773625]
[paragraph, [43.0, 937.0, 584.0, 18.0], 2vqPF90UNz, 5773625]
