[1818, 1374]
[folio, [486.0, 129.0, 403.0, 36.0], shoonya_1sI4CMQ7ODU5NC, 5681929]
[paragraph, [113.0, 199.0, 561.0, 36.0], B2QLUcaiyU, 5681929]
[paragraph, [113.0, 235.0, 561.0, 36.0], B2QLUcaiyU, 5681929]
[paragraph, [113.0, 271.0, 561.0, 36.0], B2QLUcaiyU, 5681929]
[paragraph, [695.0, 199.0, 575.0, 36.0], 71cQ4jcCua, 5681929]
[paragraph, [695.0, 235.0, 575.0, 36.0], 71cQ4jcCua, 5681929]
[paragraph, [695.0, 271.0, 575.0, 36.0], 71cQ4jcCua, 5681929]
[paragraph, [695.0, 307.0, 575.0, 36.0], 71cQ4jcCua, 5681929]
[paragraph, [695.0, 343.0, 575.0, 36.0], 71cQ4jcCua, 5681929]
[paragraph, [695.0, 379.0, 575.0, 36.0], 71cQ4jcCua, 5681929]
[paragraph, [695.0, 415.0, 575.0, 36.0], 71cQ4jcCua, 5681929]
[paragraph, [695.0, 451.0, 575.0, 36.0], 71cQ4jcCua, 5681929]
[paragraph, [113.0, 331.0, 566.0, 36.0], 5qow4QuDVg, 5681929]
[paragraph, [113.0, 367.0, 566.0, 36.0], 5qow4QuDVg, 5681929]
[paragraph, [113.0, 403.0, 566.0, 36.0], 5qow4QuDVg, 5681929]
[paragraph, [113.0, 460.0, 570.0, 36.0], Jso1SsOtiq, 5681929]
[paragraph, [113.0, 496.0, 570.0, 36.0], Jso1SsOtiq, 5681929]
[paragraph, [113.0, 532.0, 570.0, 36.0], Jso1SsOtiq, 5681929]
[paragraph, [115.0, 587.0, 566.0, 36.0], F__iCLKL9G, 5681929]
[paragraph, [115.0, 623.0, 566.0, 36.0], F__iCLKL9G, 5681929]
[paragraph, [115.0, 659.0, 566.0, 36.0], F__iCLKL9G, 5681929]
[paragraph, [115.0, 695.0, 566.0, 36.0], F__iCLKL9G, 5681929]
[paragraph, [115.0, 731.0, 566.0, 36.0], F__iCLKL9G, 5681929]
[paragraph, [115.0, 767.0, 566.0, 36.0], F__iCLKL9G, 5681929]
[paragraph, [115.0, 803.0, 566.0, 36.0], F__iCLKL9G, 5681929]
[paragraph, [115.0, 839.0, 566.0, 36.0], F__iCLKL9G, 5681929]
[paragraph, [115.0, 875.0, 566.0, 36.0], F__iCLKL9G, 5681929]
[paragraph, [700.0, 623.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 659.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 695.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 731.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 767.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 803.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 839.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 875.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 911.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 947.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 983.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1019.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1055.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1091.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1127.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1163.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1199.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1235.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1271.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1307.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1343.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1379.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1415.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1451.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1487.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1523.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1559.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1595.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1631.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [700.0, 1667.0, 566.0, 36.0], bcuOFhOpzd, 5681929]
[paragraph, [113.0, 925.0, 568.0, 36.0], 11GdpNtjiJ, 5681929]
[paragraph, [113.0, 961.0, 568.0, 36.0], 11GdpNtjiJ, 5681929]
[paragraph, [113.0, 997.0, 568.0, 36.0], 11GdpNtjiJ, 5681929]
[paragraph, [113.0, 1048.0, 568.0, 36.0], HP_6XnSBb4, 5681929]
[paragraph, [113.0, 1084.0, 568.0, 36.0], HP_6XnSBb4, 5681929]
[paragraph, [113.0, 1120.0, 568.0, 36.0], HP_6XnSBb4, 5681929]
[paragraph, [113.0, 1156.0, 568.0, 36.0], HP_6XnSBb4, 5681929]
[paragraph, [115.0, 1213.0, 568.0, 36.0], E9dj_4MJV_, 5681929]
[paragraph, [115.0, 1249.0, 568.0, 36.0], E9dj_4MJV_, 5681929]
[paragraph, [115.0, 1285.0, 568.0, 36.0], E9dj_4MJV_, 5681929]
[paragraph, [115.0, 1321.0, 568.0, 36.0], E9dj_4MJV_, 5681929]
[paragraph, [115.0, 1357.0, 568.0, 36.0], E9dj_4MJV_, 5681929]
[paragraph, [115.0, 1393.0, 568.0, 36.0], E9dj_4MJV_, 5681929]
[paragraph, [115.0, 1429.0, 568.0, 36.0], E9dj_4MJV_, 5681929]
[paragraph, [115.0, 1465.0, 568.0, 36.0], E9dj_4MJV_, 5681929]
[paragraph, [115.0, 1501.0, 568.0, 36.0], E9dj_4MJV_, 5681929]
[paragraph, [116.0, 1596.0, 571.0, 36.0], 1MURUrI_QZ, 5681929]
[paragraph, [116.0, 1632.0, 571.0, 36.0], 1MURUrI_QZ, 5681929]
[paragraph, [116.0, 1668.0, 571.0, 36.0], 1MURUrI_QZ, 5681929]
