[3509, 2480]
[section-title, [699.0, 523.0, 1077.0, 93.0], ABNKHP1vZJ, 5724220]
[paragraph, [343.0, 772.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 824.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 877.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 929.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 982.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1034.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1087.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1139.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1192.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1244.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1297.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1349.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1402.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1454.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1507.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1559.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1612.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1664.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1717.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1769.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1822.0, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 1874.5, 1817.0, 52.5], shoonya_0sQBG2DERWDKJ9, 5724220]
[paragraph, [343.0, 2019.0, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2071.5, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2124.0, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2176.5, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2229.0, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2281.5, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2334.0, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2386.5, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2439.0, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2491.5, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2544.0, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2596.5, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2649.0, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2701.5, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2754.0, 1817.0, 52.5], 0dfAVUny02, 5724220]
[paragraph, [343.0, 2806.5, 1817.0, 52.5], 0dfAVUny02, 5724220]
[folio, [15.0, 3366.0, 2455.0, 52.5], 2jjc9WWYtw, 5724220]
[folio, [15.0, 3418.5, 2455.0, 52.5], 2jjc9WWYtw, 5724220]
