[3690, 2970]
[folio, [1145.0, 121.0, 672.0, 52.5], 6Lbecic7Sb, 5698307]
[paragraph, [557.0, 269.0, 992.0, 52.5], z8DoTpDUO0, 5698307]
[unordered-list, [457.0, 366.0, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[unordered-list, [457.0, 418.5, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[unordered-list, [457.0, 471.0, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[unordered-list, [457.0, 523.5, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[unordered-list, [457.0, 576.0, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[unordered-list, [457.0, 628.5, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[unordered-list, [457.0, 681.0, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[unordered-list, [457.0, 733.5, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[unordered-list, [457.0, 786.0, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[unordered-list, [457.0, 838.5, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[unordered-list, [457.0, 891.0, 2255.0, 52.5], shoonya_3sCSPMOFX6FN1A, 5698307]
[paragraph, [458.0, 1112.0, 2282.0, 52.5], shoonya_1sWY6RZG2VB6OC, 5698307]
[paragraph, [458.0, 1164.5, 2282.0, 52.5], shoonya_1sWY6RZG2VB6OC, 5698307]
[paragraph, [458.0, 1217.0, 2282.0, 52.5], shoonya_1sWY6RZG2VB6OC, 5698307]
[paragraph, [458.0, 1269.5, 2282.0, 52.5], shoonya_1sWY6RZG2VB6OC, 5698307]
[paragraph, [458.0, 1322.0, 2282.0, 52.5], shoonya_1sWY6RZG2VB6OC, 5698307]
[unordered-list, [457.0, 1444.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 1496.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 1549.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 1601.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 1654.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 1706.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 1759.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 1811.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 1864.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 1916.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 1969.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2021.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2074.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2126.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2179.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2231.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2284.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2336.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2389.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2441.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2494.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2546.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2599.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2651.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2704.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2756.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2809.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2861.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2914.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 2966.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 3019.0, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[unordered-list, [457.0, 3071.5, 2296.0, 52.5], shoonya_0sS1UGYL7NAX5J, 5698307]
[paragraph, [438.0, 3294.0, 2276.0, 52.5], keemuImEwX, 5698307]
[paragraph, [438.0, 3346.5, 2276.0, 52.5], keemuImEwX, 5698307]
