[3690, 2970]
[folio, [1144.0, 124.0, 675.0, 52.5], ViJWykx-hj, 5697857]
[ordered-list, [371.0, 251.0, 2336.0, 52.5], ASjJNkUYlS, 5697857]
[ordered-list, [371.0, 303.5, 2336.0, 52.5], ASjJNkUYlS, 5697857]
[ordered-list, [371.0, 356.0, 2336.0, 52.5], ASjJNkUYlS, 5697857]
[ordered-list, [371.0, 408.5, 2336.0, 52.5], ASjJNkUYlS, 5697857]
[ordered-list, [371.0, 461.0, 2336.0, 52.5], ASjJNkUYlS, 5697857]
[ordered-list, [371.0, 513.5, 2336.0, 52.5], ASjJNkUYlS, 5697857]
[ordered-list, [371.0, 566.0, 2336.0, 52.5], ASjJNkUYlS, 5697857]
[unordered-list, [371.0, 760.0, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 812.5, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 865.0, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 917.5, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 970.0, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 1022.5, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 1075.0, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 1127.5, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 1180.0, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 1232.5, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 1285.0, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 1337.5, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 1390.0, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 1442.5, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [371.0, 1495.0, 1242.0, 52.5], snXjJN8h4u, 5697857]
[unordered-list, [357.0, 1660.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 1712.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 1765.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 1817.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 1870.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 1922.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 1975.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2027.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2080.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2132.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2185.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2237.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2290.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2342.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2395.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2447.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2500.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2552.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2605.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2657.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2710.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2762.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2815.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2867.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2920.0, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
[unordered-list, [357.0, 2972.5, 1976.0, 52.5], shoonya_0s9ZF8083HT85O, 5697857]
