[1242, 886]
[chapter-title, [259.0, 10.0, 288.0, 30.0], shoonya_0s6EW7IQ0VTY23, 5775782]
[paragraph, [73.0, 66.0, 678.0, 18.0], DMoLIfaV4d, 5775782]
[paragraph, [73.0, 84.0, 678.0, 18.0], DMoLIfaV4d, 5775782]
[paragraph, [73.0, 102.0, 678.0, 18.0], DMoLIfaV4d, 5775782]
[paragraph, [73.0, 120.0, 678.0, 18.0], DMoLIfaV4d, 5775782]
[paragraph, [73.0, 138.0, 678.0, 18.0], DMoLIfaV4d, 5775782]
[paragraph, [73.0, 156.0, 678.0, 18.0], DMoLIfaV4d, 5775782]
[paragraph, [73.0, 174.0, 678.0, 18.0], DMoLIfaV4d, 5775782]
[paragraph, [73.0, 192.0, 678.0, 18.0], DMoLIfaV4d, 5775782]
[paragraph, [72.0, 218.0, 677.0, 18.0], N7tFI3idcs, 5775782]
[paragraph, [72.0, 236.0, 677.0, 18.0], N7tFI3idcs, 5775782]
[paragraph, [72.0, 254.0, 677.0, 18.0], N7tFI3idcs, 5775782]
[paragraph, [72.0, 272.0, 677.0, 18.0], N7tFI3idcs, 5775782]
[paragraph, [72.0, 290.0, 677.0, 18.0], N7tFI3idcs, 5775782]
[paragraph, [70.0, 324.0, 653.0, 18.0], zmtai0Yj17, 5775782]
[paragraph, [66.0, 345.0, 477.0, 18.0], tWaOORUsqP, 5775782]
[paragraph, [66.0, 375.0, 417.0, 18.0], UZMU1d6n3V, 5775782]
[paragraph, [70.0, 396.0, 165.0, 18.0], fYyiFsII6M, 5775782]
[paragraph, [71.0, 422.0, 671.0, 18.0], oaK25GRjGq, 5775782]
[paragraph, [71.0, 440.0, 671.0, 18.0], oaK25GRjGq, 5775782]
[paragraph, [71.0, 458.0, 671.0, 18.0], oaK25GRjGq, 5775782]
[paragraph, [72.0, 475.0, 668.0, 18.0], KTm9m77xty, 5775782]
[paragraph, [72.0, 493.0, 668.0, 18.0], KTm9m77xty, 5775782]
[paragraph, [72.0, 511.0, 668.0, 18.0], KTm9m77xty, 5775782]
[paragraph, [72.0, 529.0, 668.0, 18.0], KTm9m77xty, 5775782]
[paragraph, [75.0, 549.0, 665.0, 18.0], PoMEiLtNtN, 5775782]
[paragraph, [75.0, 567.0, 665.0, 18.0], PoMEiLtNtN, 5775782]
[paragraph, [75.0, 585.0, 665.0, 18.0], PoMEiLtNtN, 5775782]
[paragraph, [75.0, 603.0, 665.0, 18.0], PoMEiLtNtN, 5775782]
[paragraph, [75.0, 621.0, 665.0, 18.0], PoMEiLtNtN, 5775782]
[paragraph, [75.0, 639.0, 665.0, 18.0], PoMEiLtNtN, 5775782]
[paragraph, [75.0, 657.0, 665.0, 18.0], PoMEiLtNtN, 5775782]
[paragraph, [75.0, 671.0, 663.0, 18.0], dLJ5bZMpHN, 5775782]
[paragraph, [75.0, 689.0, 663.0, 18.0], dLJ5bZMpHN, 5775782]
[paragraph, [75.0, 707.0, 663.0, 18.0], dLJ5bZMpHN, 5775782]
[paragraph, [75.0, 724.0, 663.0, 18.0], IC5-67Ircu, 5775782]
[paragraph, [75.0, 742.0, 663.0, 18.0], IC5-67Ircu, 5775782]
[paragraph, [71.0, 778.0, 288.0, 18.0], OTxQqfoo3V, 5775782]
[paragraph, [72.0, 798.0, 674.0, 18.0], T8D65SJStR, 5775782]
[paragraph, [72.0, 816.0, 674.0, 18.0], T8D65SJStR, 5775782]
[paragraph, [72.0, 834.0, 674.0, 18.0], T8D65SJStR, 5775782]
[paragraph, [72.0, 852.0, 674.0, 18.0], T8D65SJStR, 5775782]
[paragraph, [72.0, 870.0, 674.0, 18.0], T8D65SJStR, 5775782]
[paragraph, [72.0, 888.0, 674.0, 18.0], T8D65SJStR, 5775782]
[paragraph, [72.0, 906.0, 674.0, 18.0], T8D65SJStR, 5775782]
[paragraph, [72.0, 924.0, 674.0, 18.0], T8D65SJStR, 5775782]
[paragraph, [73.0, 952.0, 686.0, 18.0], WUicSLKbFr, 5775782]
[paragraph, [73.0, 970.0, 686.0, 18.0], WUicSLKbFr, 5775782]
[paragraph, [73.0, 988.0, 686.0, 18.0], WUicSLKbFr, 5775782]
[paragraph, [73.0, 1006.0, 686.0, 18.0], WUicSLKbFr, 5775782]
[paragraph, [73.0, 1024.0, 686.0, 18.0], WUicSLKbFr, 5775782]
[paragraph, [97.0, 1051.0, 639.0, 18.0], pMho9LXoGl, 5775782]
