[1565, 1152]
[paragraph, [95.0, 99.0, 479.0, 36.0], shoonya_1s6JN05GPI9K26, 5722074]
[paragraph, [95.0, 135.0, 479.0, 36.0], shoonya_1s6JN05GPI9K26, 5722074]
[paragraph, [95.0, 171.0, 479.0, 36.0], shoonya_1s6JN05GPI9K26, 5722074]
[paragraph, [95.0, 207.0, 479.0, 36.0], shoonya_1s6JN05GPI9K26, 5722074]
[paragraph, [95.0, 243.0, 479.0, 36.0], shoonya_1s6JN05GPI9K26, 5722074]
[paragraph, [95.0, 279.0, 479.0, 36.0], shoonya_1s6JN05GPI9K26, 5722074]
[paragraph, [95.0, 315.0, 479.0, 36.0], shoonya_1s6JN05GPI9K26, 5722074]
[paragraph, [95.0, 351.0, 479.0, 36.0], shoonya_1s6JN05GPI9K26, 5722074]
[paragraph, [95.0, 387.0, 479.0, 36.0], shoonya_1s6JN05GPI9K26, 5722074]
[paragraph, [95.0, 423.0, 479.0, 36.0], shoonya_1s6JN05GPI9K26, 5722074]
[paragraph, [591.0, 146.0, 479.0, 36.0], shoonya_0sOCKTWD3FO0K7, 5722074]
[paragraph, [591.0, 182.0, 479.0, 36.0], shoonya_0sOCKTWD3FO0K7, 5722074]
[paragraph, [591.0, 218.0, 479.0, 36.0], shoonya_0sOCKTWD3FO0K7, 5722074]
[paragraph, [591.0, 254.0, 479.0, 36.0], shoonya_0sOCKTWD3FO0K7, 5722074]
[paragraph, [591.0, 290.0, 479.0, 36.0], shoonya_0sOCKTWD3FO0K7, 5722074]
[paragraph, [591.0, 326.0, 479.0, 36.0], shoonya_0sOCKTWD3FO0K7, 5722074]
[paragraph, [591.0, 362.0, 479.0, 36.0], shoonya_0sOCKTWD3FO0K7, 5722074]
[paragraph, [591.0, 398.0, 479.0, 36.0], shoonya_0sOCKTWD3FO0K7, 5722074]
[paragraph, [591.0, 434.0, 479.0, 36.0], shoonya_0sOCKTWD3FO0K7, 5722074]
[paragraph, [591.0, 470.0, 479.0, 36.0], shoonya_0sOCKTWD3FO0K7, 5722074]
[paragraph, [97.0, 502.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 538.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 574.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 610.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 646.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 682.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 718.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 754.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 790.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 826.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 862.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 898.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 934.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 970.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1006.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1042.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1078.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1114.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1150.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1186.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1222.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1258.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1294.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1330.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1366.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[paragraph, [97.0, 1402.0, 477.0, 36.0], shoonya_2s8A3TQQ45QTTO, 5722074]
[sub-headline, [593.0, 540.0, 479.0, 36.0], shoonya_8sPLN07DJ64IIJ, 5722074]
[paragraph, [590.0, 584.0, 479.0, 36.0], shoonya_3sVAT0GFUKJB33, 5722074]
[paragraph, [590.0, 620.0, 479.0, 36.0], shoonya_3sVAT0GFUKJB33, 5722074]
[paragraph, [590.0, 656.0, 479.0, 36.0], shoonya_3sVAT0GFUKJB33, 5722074]
[paragraph, [590.0, 692.0, 479.0, 36.0], shoonya_3sVAT0GFUKJB33, 5722074]
[paragraph, [590.0, 728.0, 479.0, 36.0], shoonya_3sVAT0GFUKJB33, 5722074]
[paragraph, [590.0, 764.0, 479.0, 36.0], shoonya_3sVAT0GFUKJB33, 5722074]
[paragraph, [590.0, 800.0, 479.0, 36.0], shoonya_3sVAT0GFUKJB33, 5722074]
[paragraph, [590.0, 836.0, 479.0, 36.0], shoonya_3sVAT0GFUKJB33, 5722074]
[paragraph, [590.0, 872.0, 479.0, 36.0], shoonya_3sVAT0GFUKJB33, 5722074]
[paragraph, [592.0, 937.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [592.0, 973.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [592.0, 1009.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [592.0, 1045.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [592.0, 1081.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [592.0, 1117.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [592.0, 1153.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [592.0, 1189.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [592.0, 1225.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [592.0, 1261.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [592.0, 1297.0, 479.0, 36.0], shoonya_4sHBF4ZLXSDNTX, 5722074]
[paragraph, [590.0, 1376.0, 479.0, 36.0], shoonya_5sCWH8QOBVLI80, 5722074]
[paragraph, [590.0, 1412.0, 479.0, 36.0], shoonya_5sCWH8QOBVLI80, 5722074]
