[2200, 1700]
[section-title, [285.0, 228.0, 183.0, 52.5], shoonya_2sVBEXMHWQL4A1, 5686312]
[paragraph, [277.0, 316.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 352.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 388.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 424.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 460.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 496.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 532.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 568.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 604.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 640.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 676.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 712.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 748.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 784.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 820.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 856.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 892.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 928.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 964.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1000.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1036.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1072.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1108.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1144.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1180.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1216.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1252.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1288.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1324.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1360.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1396.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1432.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1468.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1504.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1540.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1576.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1612.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1648.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1684.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1720.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1756.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
[paragraph, [277.0, 1792.0, 1140.0, 36.0], shoonya_0s4HRT0NA74GZJ, 5686312]
