[1763, 1275]
[chapter-title, [337.0, 104.0, 912.0, 58.5], shoonya_4sQI1MJT0PKT04, 5712886]
[chapter-title, [337.0, 162.5, 912.0, 58.5], shoonya_4sQI1MJT0PKT04, 5712886]
[chapter-title, [337.0, 221.0, 912.0, 58.5], shoonya_4sQI1MJT0PKT04, 5712886]
[chapter-title, [337.0, 279.5, 912.0, 58.5], shoonya_4sQI1MJT0PKT04, 5712886]
[sidebar, [59.0, 141.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 177.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 213.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 249.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 285.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 321.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 357.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 393.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 429.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 465.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 501.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 537.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 573.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 609.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 645.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 681.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 717.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 753.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 789.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 825.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 861.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 897.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 933.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 969.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[sidebar, [59.0, 1005.0, 252.0, 36.0], ZvT0oDbf9a, 5712886]
[author, [805.0, 362.0, 412.0, 36.0], shoonya_7sE22PI9843P05, 5712886]
[paragraph, [314.0, 486.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 522.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 558.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 594.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 630.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 666.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 702.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 738.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 774.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 810.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 846.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [314.0, 882.0, 633.0, 36.0], shoonya_3s84NM4DGV0EG1, 5712886]
[paragraph, [312.0, 932.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 968.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1004.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1040.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1076.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1112.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1148.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1184.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1220.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1256.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1292.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1328.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1364.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1400.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1436.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1472.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1508.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1544.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1580.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1616.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [312.0, 1652.0, 361.0, 36.0], shoonya_1sKUUG6VQNVFRJ, 5712886]
[paragraph, [741.0, 1043.0, 520.0, 36.0], vERg2OuInd, 5712886]
[paragraph, [741.0, 1079.0, 520.0, 36.0], vERg2OuInd, 5712886]
[paragraph, [741.0, 1115.0, 520.0, 36.0], vERg2OuInd, 5712886]
[paragraph, [741.0, 1151.0, 520.0, 36.0], vERg2OuInd, 5712886]
[paragraph, [741.0, 1187.0, 520.0, 36.0], vERg2OuInd, 5712886]
[paragraph, [741.0, 1223.0, 520.0, 36.0], vERg2OuInd, 5712886]
[paragraph, [720.0, 1257.0, 554.0, 36.0], RSRwsrQHp-, 5712886]
[paragraph, [720.0, 1293.0, 554.0, 36.0], RSRwsrQHp-, 5712886]
[paragraph, [720.0, 1329.0, 554.0, 36.0], RSRwsrQHp-, 5712886]
[paragraph, [720.0, 1365.0, 554.0, 36.0], RSRwsrQHp-, 5712886]
[paragraph, [720.0, 1401.0, 554.0, 36.0], RSRwsrQHp-, 5712886]
[paragraph, [720.0, 1437.0, 554.0, 36.0], RSRwsrQHp-, 5712886]
[paragraph, [720.0, 1473.0, 554.0, 36.0], RSRwsrQHp-, 5712886]
[paragraph, [696.0, 1520.0, 578.0, 36.0], y_yIPmQcty, 5712886]
[paragraph, [696.0, 1556.0, 578.0, 36.0], y_yIPmQcty, 5712886]
[paragraph, [696.0, 1592.0, 578.0, 36.0], y_yIPmQcty, 5712886]
[folio, [56.0, 1724.0, 115.0, 36.0], 3rnG-kgTdw, 5712886]
