[792, 612]
[headline, [96.0, 27.0, 211.0, 25.5], -wjYjitXsN, 6514290]
[author, [71.0, 88.0, 86.0, 18.0], dV-hXRKOQy, 6514290]
[paragraph, [74.0, 113.0, 176.0, 18.0], 0WY4sWmvCy, 6514290]
[paragraph, [74.0, 131.0, 176.0, 18.0], 0WY4sWmvCy, 6514290]
[paragraph, [71.0, 172.0, 154.0, 18.0], JeE50HGOLO, 6514290]
[paragraph, [71.0, 190.0, 154.0, 18.0], JeE50HGOLO, 6514290]
[paragraph, [71.0, 208.0, 154.0, 18.0], JeE50HGOLO, 6514290]
[paragraph, [71.0, 226.0, 154.0, 18.0], JeE50HGOLO, 6514290]
[paragraph, [71.0, 244.0, 154.0, 18.0], JeE50HGOLO, 6514290]
[paragraph, [71.0, 262.0, 154.0, 18.0], JeE50HGOLO, 6514290]
[paragraph, [72.0, 287.0, 152.0, 18.0], E9KPjvnwkU, 6514290]
[paragraph, [72.0, 305.0, 152.0, 18.0], E9KPjvnwkU, 6514290]
[paragraph, [72.0, 323.0, 152.0, 18.0], E9KPjvnwkU, 6514290]
[paragraph, [72.0, 341.0, 152.0, 18.0], E9KPjvnwkU, 6514290]
[paragraph, [386.0, 310.0, 148.0, 18.0], zFO3VO3Osi, 6514290]
[paragraph, [386.0, 328.0, 148.0, 18.0], zFO3VO3Osi, 6514290]
[paragraph, [386.0, 346.0, 148.0, 18.0], zFO3VO3Osi, 6514290]
[paragraph, [386.0, 364.0, 148.0, 18.0], zFO3VO3Osi, 6514290]
[paragraph, [386.0, 382.0, 148.0, 18.0], zFO3VO3Osi, 6514290]
[paragraph, [386.0, 400.0, 148.0, 18.0], zFO3VO3Osi, 6514290]
[paragraph, [386.0, 418.0, 148.0, 18.0], zFO3VO3Osi, 6514290]
[paragraph, [231.0, 313.0, 146.0, 18.0], 270XowNSOb, 6514290]
[paragraph, [230.0, 341.0, 149.0, 18.0], FwB4UfOWyT, 6514290]
[paragraph, [230.0, 359.0, 149.0, 18.0], FwB4UfOWyT, 6514290]
[paragraph, [230.0, 377.0, 149.0, 18.0], FwB4UfOWyT, 6514290]
[paragraph, [230.0, 395.0, 149.0, 18.0], FwB4UfOWyT, 6514290]
[paragraph, [230.0, 413.0, 149.0, 18.0], FwB4UfOWyT, 6514290]
[paragraph, [230.0, 431.0, 149.0, 18.0], FwB4UfOWyT, 6514290]
[paragraph, [72.0, 373.0, 151.0, 18.0], YtSzVqP-o4, 6514290]
[paragraph, [72.0, 391.0, 151.0, 18.0], YtSzVqP-o4, 6514290]
[paragraph, [72.0, 409.0, 151.0, 18.0], YtSzVqP-o4, 6514290]
[paragraph, [72.0, 427.0, 151.0, 18.0], YtSzVqP-o4, 6514290]
[paragraph, [72.0, 445.0, 151.0, 18.0], YtSzVqP-o4, 6514290]
[paragraph, [72.0, 463.0, 151.0, 18.0], YtSzVqP-o4, 6514290]
[paragraph, [386.0, 440.0, 149.0, 18.0], _aYPjbuN7t, 6514290]
[paragraph, [386.0, 458.0, 149.0, 18.0], _aYPjbuN7t, 6514290]
[paragraph, [231.0, 456.0, 148.0, 18.0], EUPA8yVB8Z, 6514290]
[paragraph, [231.0, 474.0, 148.0, 18.0], EUPA8yVB8Z, 6514290]
[paragraph, [231.0, 492.0, 148.0, 18.0], EUPA8yVB8Z, 6514290]
[paragraph, [231.0, 510.0, 148.0, 18.0], EUPA8yVB8Z, 6514290]
[paragraph, [231.0, 528.0, 148.0, 18.0], EUPA8yVB8Z, 6514290]
[paragraph, [388.0, 484.0, 147.0, 18.0], X8DPz4ush1, 6514290]
[paragraph, [388.0, 502.0, 147.0, 18.0], X8DPz4ush1, 6514290]
[paragraph, [388.0, 520.0, 147.0, 18.0], X8DPz4ush1, 6514290]
[paragraph, [388.0, 538.0, 147.0, 18.0], X8DPz4ush1, 6514290]
[paragraph, [388.0, 556.0, 147.0, 18.0], X8DPz4ush1, 6514290]
[paragraph, [79.0, 487.0, 146.0, 18.0], jK-fmjtR9A, 6514290]
[paragraph, [79.0, 505.0, 146.0, 18.0], jK-fmjtR9A, 6514290]
[paragraph, [79.0, 523.0, 146.0, 18.0], jK-fmjtR9A, 6514290]
[paragraph, [79.0, 541.0, 146.0, 18.0], jK-fmjtR9A, 6514290]
[paragraph, [79.0, 559.0, 146.0, 18.0], jK-fmjtR9A, 6514290]
[paragraph, [79.0, 577.0, 146.0, 18.0], jK-fmjtR9A, 6514290]
[paragraph, [79.0, 595.0, 146.0, 18.0], jK-fmjtR9A, 6514290]
[paragraph, [231.0, 558.0, 149.0, 18.0], Kk-2-LEQkU, 6514290]
[paragraph, [231.0, 576.0, 149.0, 18.0], Kk-2-LEQkU, 6514290]
[paragraph, [231.0, 594.0, 149.0, 18.0], Kk-2-LEQkU, 6514290]
[contact-info, [447.0, 587.0, 90.0, 18.0], QKC85qHsqS, 6514290]
[contact-info, [447.0, 605.0, 90.0, 18.0], QKC85qHsqS, 6514290]
