[1725, 1313]
[section-title, [844.0, 135.0, 352.0, 49.5], shoonya_8s7210B0NHU7X7, 5771379]
[paragraph, [845.0, 206.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [845.0, 242.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [845.0, 278.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [845.0, 314.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [845.0, 350.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [845.0, 386.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [845.0, 422.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [845.0, 458.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [845.0, 494.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [845.0, 530.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [845.0, 566.0, 352.0, 36.0], shoonya_6s3M777AE2KT8H, 5771379]
[paragraph, [108.0, 582.0, 539.0, 36.0], shoonya_7sTW7X6KO83V8K, 5771379]
[paragraph, [108.0, 618.0, 539.0, 36.0], shoonya_7sTW7X6KO83V8K, 5771379]
[paragraph, [108.0, 654.0, 539.0, 36.0], shoonya_7sTW7X6KO83V8K, 5771379]
[paragraph, [108.0, 690.0, 539.0, 36.0], shoonya_7sTW7X6KO83V8K, 5771379]
[paragraph, [108.0, 726.0, 539.0, 36.0], shoonya_7sTW7X6KO83V8K, 5771379]
[paragraph, [659.0, 611.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 647.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 683.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 719.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 755.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 791.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
[paragraph, [659.0, 827.0, 539.0, 36.0], shoonya_5sN7K2QI5EVK8W, 5771379]
