[953, 559]
[chapter-title, [171.0, 37.0, 260.0, 30.0], BxQj1qXDDV, 5776435]
[paragraph, [142.0, 79.0, 328.0, 18.0], CLqCOGkuHp, 5776435]
[paragraph, [142.0, 97.0, 328.0, 18.0], CLqCOGkuHp, 5776435]
[paragraph, [142.0, 115.0, 328.0, 18.0], CLqCOGkuHp, 5776435]
[paragraph, [140.0, 154.0, 326.0, 18.0], FPX_Ad0yfY, 5776435]
[paragraph, [140.0, 172.0, 326.0, 18.0], FPX_Ad0yfY, 5776435]
[paragraph, [140.0, 190.0, 326.0, 18.0], FPX_Ad0yfY, 5776435]
[paragraph, [140.0, 221.0, 327.0, 18.0], qbYHK2HDJc, 5776435]
[paragraph, [140.0, 239.0, 327.0, 18.0], qbYHK2HDJc, 5776435]
[paragraph, [140.0, 257.0, 327.0, 18.0], qbYHK2HDJc, 5776435]
[paragraph, [142.0, 290.0, 326.0, 18.0], EkNFP8Muyk, 5776435]
[paragraph, [142.0, 308.0, 326.0, 18.0], EkNFP8Muyk, 5776435]
[paragraph, [142.0, 326.0, 326.0, 18.0], EkNFP8Muyk, 5776435]
[paragraph, [142.0, 360.0, 334.0, 18.0], 67uAW36tA2, 5776435]
[paragraph, [142.0, 378.0, 334.0, 18.0], 67uAW36tA2, 5776435]
[paragraph, [142.0, 396.0, 334.0, 18.0], 67uAW36tA2, 5776435]
[paragraph, [141.0, 434.0, 339.0, 18.0], B2JBpZEYjl, 5776435]
[paragraph, [141.0, 452.0, 339.0, 18.0], B2JBpZEYjl, 5776435]
[paragraph, [141.0, 470.0, 339.0, 18.0], B2JBpZEYjl, 5776435]
[paragraph, [140.0, 499.0, 340.0, 18.0], QXG1yW0siP, 5776435]
[paragraph, [140.0, 517.0, 340.0, 18.0], QXG1yW0siP, 5776435]
[paragraph, [140.0, 535.0, 340.0, 18.0], QXG1yW0siP, 5776435]
[paragraph, [141.0, 568.0, 350.0, 18.0], _LM6Wh-VCG, 5776435]
[paragraph, [141.0, 586.0, 350.0, 18.0], _LM6Wh-VCG, 5776435]
[paragraph, [141.0, 604.0, 350.0, 18.0], _LM6Wh-VCG, 5776435]
[paragraph, [140.0, 632.0, 349.0, 18.0], kzFXGm9xeE, 5776435]
[paragraph, [140.0, 650.0, 349.0, 18.0], kzFXGm9xeE, 5776435]
[paragraph, [140.0, 668.0, 349.0, 18.0], kzFXGm9xeE, 5776435]
[paragraph, [140.0, 703.0, 351.0, 18.0], 8CvNCoN6d6, 5776435]
[paragraph, [140.0, 721.0, 351.0, 18.0], 8CvNCoN6d6, 5776435]
[paragraph, [140.0, 739.0, 351.0, 18.0], 8CvNCoN6d6, 5776435]
[paragraph, [138.0, 771.0, 350.0, 18.0], Himd4g84G8, 5776435]
[paragraph, [138.0, 789.0, 350.0, 18.0], Himd4g84G8, 5776435]
[paragraph, [138.0, 807.0, 350.0, 18.0], Himd4g84G8, 5776435]
[paragraph, [137.0, 836.0, 350.0, 18.0], s6Fm-T_oJl, 5776435]
[paragraph, [137.0, 854.0, 350.0, 18.0], s6Fm-T_oJl, 5776435]
[paragraph, [137.0, 872.0, 350.0, 18.0], s6Fm-T_oJl, 5776435]
[paragraph, [137.0, 890.0, 350.0, 18.0], s6Fm-T_oJl, 5776435]
