[1754, 1241]
[section-title, [371.0, 90.0, 628.0, 49.5], shoonya_0sVJ80IC4LR7HC, 5781098]
[ordered-list, [201.0, 216.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 252.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 288.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 324.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 360.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 396.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 432.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 468.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 504.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 540.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 576.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 612.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 648.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 684.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 720.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 756.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[ordered-list, [201.0, 792.0, 989.0, 36.0], k6CLCC-5dR, 5781098]
[sidebar, [986.0, 221.0, 149.0, 36.0], rg86X5HuZX, 5781098]
[sub-ordered-list, [237.0, 255.0, 710.0, 36.0], 5i-4aLiTJ2, 5781098]
[sub-ordered-list, [237.0, 291.0, 710.0, 36.0], 5i-4aLiTJ2, 5781098]
[sidebar, [982.0, 387.0, 139.0, 36.0], s9cWLfivsi, 5781098]
[sub-ordered-list, [246.0, 424.0, 436.0, 36.0], YB63PltR5_, 5781098]
[sub-ordered-list, [246.0, 460.0, 436.0, 36.0], YB63PltR5_, 5781098]
[sidebar, [981.0, 549.0, 147.0, 36.0], 00GSsOH3pO, 5781098]
[sub-ordered-list, [239.0, 587.0, 350.0, 36.0], tJxUv5Z9fx, 5781098]
[sub-ordered-list, [239.0, 623.0, 350.0, 36.0], tJxUv5Z9fx, 5781098]
[sidebar, [976.0, 715.0, 151.0, 36.0], LEGMAji_Qv, 5781098]
[sub-ordered-list, [237.0, 749.0, 226.0, 36.0], 5vcZ8UM8ci, 5781098]
[sub-ordered-list, [237.0, 785.0, 226.0, 36.0], 5vcZ8UM8ci, 5781098]
[reference, [205.0, 879.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 915.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 951.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 987.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1023.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1059.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1095.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1131.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1167.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1203.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1239.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1275.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1311.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1347.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1383.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1419.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1455.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1491.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1527.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1563.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
[reference, [205.0, 1599.0, 964.0, 36.0], BpmGwqAXVm, 5781098]
