[1818, 1374]
[folio, [489.0, 108.0, 399.0, 36.0], shoonya_1sCLLH5QQIIS5G, 5682070]
[paragraph, [108.0, 178.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 214.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 250.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 286.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 322.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 358.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 394.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 430.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 466.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 502.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 538.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 574.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 610.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 646.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 682.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 718.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 754.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 790.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 826.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 862.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 898.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 934.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 970.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 1006.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 1042.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 1078.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 1114.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 1150.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 1186.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 1222.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 1258.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 1294.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [108.0, 1330.0, 573.0, 36.0], 5Ad-HfGD-M, 5682070]
[paragraph, [697.0, 181.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 217.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 253.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 289.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 325.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 361.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 397.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 433.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 469.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 505.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 541.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 577.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 613.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 649.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 685.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 721.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 757.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 793.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 829.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 865.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [697.0, 901.0, 573.0, 36.0], _cIyzonzjf, 5682070]
[paragraph, [699.0, 951.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 987.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1023.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1059.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1095.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1131.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1167.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1203.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1239.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1275.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1311.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1347.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1383.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1419.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1455.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1491.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1527.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1563.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1599.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1635.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [699.0, 1671.0, 570.0, 36.0], N8e0FquO-9, 5682070]
[paragraph, [108.0, 1376.0, 575.0, 36.0], EmweAVttWa, 5682070]
[paragraph, [108.0, 1412.0, 575.0, 36.0], EmweAVttWa, 5682070]
[paragraph, [108.0, 1448.0, 575.0, 36.0], EmweAVttWa, 5682070]
[paragraph, [108.0, 1484.0, 575.0, 36.0], EmweAVttWa, 5682070]
[paragraph, [108.0, 1520.0, 575.0, 36.0], EmweAVttWa, 5682070]
[paragraph, [108.0, 1556.0, 575.0, 36.0], EmweAVttWa, 5682070]
[paragraph, [108.0, 1592.0, 575.0, 36.0], EmweAVttWa, 5682070]
[paragraph, [108.0, 1628.0, 575.0, 36.0], EmweAVttWa, 5682070]
[paragraph, [108.0, 1664.0, 575.0, 36.0], EmweAVttWa, 5682070]
