[2484, 1767]
[paragraph, [267.0, 384.0, 955.0, 36.0], BOweApccjN, 5753820]
[paragraph, [267.0, 420.0, 955.0, 36.0], BOweApccjN, 5753820]
[paragraph, [298.0, 458.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 494.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 530.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 566.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 602.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 638.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 674.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 710.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 746.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 782.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 818.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 854.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 890.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 926.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 962.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 998.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1034.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1070.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1106.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1142.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1178.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1214.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1250.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1286.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1322.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1358.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1394.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1430.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1466.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1502.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1538.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1574.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1610.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1646.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1682.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1718.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1754.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1790.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1826.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1862.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1898.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1934.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [298.0, 1970.0, 1277.0, 36.0], shoonya_0sUJMA4LWVSMC4, 5753820]
[paragraph, [294.0, 2021.0, 1289.0, 36.0], r7dH8auGGI, 5753820]
[paragraph, [294.0, 2057.0, 1289.0, 36.0], r7dH8auGGI, 5753820]
[paragraph, [294.0, 2093.0, 1289.0, 36.0], r7dH8auGGI, 5753820]
[paragraph, [294.0, 2129.0, 1289.0, 36.0], r7dH8auGGI, 5753820]
[paragraph, [294.0, 2165.0, 1289.0, 36.0], r7dH8auGGI, 5753820]
[paragraph, [294.0, 2201.0, 1289.0, 36.0], r7dH8auGGI, 5753820]
