[1267, 795]
[folio, [45.0, 25.0, 120.0, 18.0], BhYAU_gwzH, 5781941]
[folio, [45.0, 43.0, 120.0, 18.0], BhYAU_gwzH, 5781941]
[ordered-list, [42.0, 91.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 109.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 127.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 145.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 163.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 181.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 199.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 217.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 235.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 253.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 271.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 289.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 307.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 325.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 343.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 361.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 379.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 397.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 415.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 433.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[ordered-list, [42.0, 451.0, 685.0, 18.0], qcKr6jljsp, 5781941]
[sub-ordered-list, [46.0, 249.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 267.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 285.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 303.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 321.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 339.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 357.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 375.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 393.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 411.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 429.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[sub-ordered-list, [46.0, 447.0, 674.0, 18.0], 7-N-AETxWq, 5781941]
[ordered-list, [37.0, 479.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 497.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 515.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 533.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 551.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 569.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 587.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 605.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 623.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 641.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 659.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 677.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 695.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 713.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 731.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 749.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 767.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 785.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 803.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 821.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 839.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 857.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 875.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 893.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 911.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 929.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 947.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 965.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 983.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 1001.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 1019.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 1037.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 1055.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 1073.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 1091.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 1109.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[ordered-list, [37.0, 1127.0, 683.0, 18.0], 3T0dGq-y1G, 5781941]
[sub-ordered-list, [42.0, 774.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 792.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 810.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 828.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 846.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 864.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 882.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 900.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 918.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 936.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 954.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 972.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 990.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 1008.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 1026.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[sub-ordered-list, [42.0, 1044.0, 673.0, 18.0], 6RomYRXutu, 5781941]
[subsub-ordered-list, [45.0, 1076.0, 667.0, 18.0], cFA-0WX3ry, 5781941]
[subsub-ordered-list, [45.0, 1094.0, 667.0, 18.0], cFA-0WX3ry, 5781941]
[subsub-ordered-list, [45.0, 1112.0, 667.0, 18.0], cFA-0WX3ry, 5781941]
[subsub-ordered-list, [45.0, 1130.0, 667.0, 18.0], cFA-0WX3ry, 5781941]
