[2067, 1567]
[folio, [189.0, 197.0, 336.0, 36.0], 8QEhfFCKbu, 5735363]
[folio, [1250.0, 197.0, 123.0, 36.0], pm06h5wMRd, 5735363]
[paragraph, [792.0, 251.0, 582.0, 36.0], shoonya_6sSIKYOSQIZU3F, 5735363]
[paragraph, [792.0, 287.0, 582.0, 36.0], shoonya_6sSIKYOSQIZU3F, 5735363]
[paragraph, [792.0, 323.0, 582.0, 36.0], shoonya_6sSIKYOSQIZU3F, 5735363]
[paragraph, [792.0, 359.0, 582.0, 36.0], shoonya_6sSIKYOSQIZU3F, 5735363]
[paragraph, [188.0, 256.0, 581.0, 36.0], shoonya_3sI0J06XSZS7UJ, 5735363]
[paragraph, [188.0, 292.0, 581.0, 36.0], shoonya_3sI0J06XSZS7UJ, 5735363]
[paragraph, [193.0, 340.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 376.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 412.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 448.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 484.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 520.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 556.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 592.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 628.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 664.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 700.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 736.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 772.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [193.0, 808.0, 582.0, 36.0], fg-mGzB6eC, 5735363]
[paragraph, [793.0, 427.0, 579.0, 36.0], shoonya_2s74UME7OF6Z0A, 5735363]
[paragraph, [793.0, 463.0, 579.0, 36.0], shoonya_2s74UME7OF6Z0A, 5735363]
[paragraph, [793.0, 499.0, 579.0, 36.0], shoonya_2s74UME7OF6Z0A, 5735363]
[paragraph, [793.0, 535.0, 579.0, 36.0], shoonya_2s74UME7OF6Z0A, 5735363]
[paragraph, [793.0, 571.0, 579.0, 36.0], shoonya_2s74UME7OF6Z0A, 5735363]
[paragraph, [793.0, 607.0, 579.0, 36.0], shoonya_2s74UME7OF6Z0A, 5735363]
[paragraph, [791.0, 651.0, 579.0, 36.0], shoonya_4sG827I86NVGYK, 5735363]
[paragraph, [791.0, 687.0, 579.0, 36.0], shoonya_4sG827I86NVGYK, 5735363]
[paragraph, [791.0, 723.0, 579.0, 36.0], shoonya_4sG827I86NVGYK, 5735363]
[paragraph, [791.0, 759.0, 579.0, 36.0], shoonya_4sG827I86NVGYK, 5735363]
[paragraph, [791.0, 795.0, 579.0, 36.0], shoonya_4sG827I86NVGYK, 5735363]
[paragraph, [791.0, 831.0, 579.0, 36.0], shoonya_4sG827I86NVGYK, 5735363]
[paragraph, [791.0, 867.0, 579.0, 36.0], shoonya_4sG827I86NVGYK, 5735363]
[paragraph, [194.0, 875.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 911.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 947.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 983.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 1019.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 1055.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 1091.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 1127.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 1163.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 1199.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 1235.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 1271.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 1307.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [194.0, 1343.0, 576.0, 36.0], shoonya_1s9YMT2FQTPHDN, 5735363]
[paragraph, [789.0, 922.0, 582.0, 36.0], shoonya_5sMWISPH76QKBP, 5735363]
[paragraph, [789.0, 958.0, 582.0, 36.0], shoonya_5sMWISPH76QKBP, 5735363]
[paragraph, [789.0, 994.0, 582.0, 36.0], shoonya_5sMWISPH76QKBP, 5735363]
[paragraph, [789.0, 1030.0, 582.0, 36.0], shoonya_5sMWISPH76QKBP, 5735363]
[paragraph, [789.0, 1066.0, 582.0, 36.0], shoonya_5sMWISPH76QKBP, 5735363]
[paragraph, [789.0, 1102.0, 582.0, 36.0], shoonya_5sMWISPH76QKBP, 5735363]
[paragraph, [789.0, 1138.0, 582.0, 36.0], shoonya_5sMWISPH76QKBP, 5735363]
[paragraph, [789.0, 1174.0, 582.0, 36.0], shoonya_5sMWISPH76QKBP, 5735363]
[paragraph, [789.0, 1210.0, 582.0, 36.0], shoonya_5sMWISPH76QKBP, 5735363]
[paragraph, [789.0, 1246.0, 582.0, 36.0], shoonya_5sMWISPH76QKBP, 5735363]
[sidebar, [21.0, 1025.0, 129.0, 36.0], 8K9n-P1NZ3, 5735363]
[author, [1200.0, 1316.0, 172.0, 36.0], shoonya_11sU6XL2W6YEHY, 5735363]
[paragraph, [192.0, 1405.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [192.0, 1441.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [192.0, 1477.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [192.0, 1513.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [192.0, 1549.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [192.0, 1585.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [192.0, 1621.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [192.0, 1657.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [192.0, 1693.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [192.0, 1729.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [192.0, 1765.0, 579.0, 36.0], shoonya_0sYEX8O9T1CBMU, 5735363]
[paragraph, [787.0, 1454.0, 167.0, 36.0], shoonya_12sJ22YA7AA9Z1, 5735363]
[paragraph, [789.0, 1538.0, 585.0, 36.0], shoonya_7s1VAIPXL6O0J1, 5735363]
[paragraph, [789.0, 1574.0, 585.0, 36.0], shoonya_7s1VAIPXL6O0J1, 5735363]
[paragraph, [789.0, 1610.0, 585.0, 36.0], shoonya_7s1VAIPXL6O0J1, 5735363]
[paragraph, [789.0, 1646.0, 585.0, 36.0], shoonya_7s1VAIPXL6O0J1, 5735363]
[paragraph, [789.0, 1682.0, 585.0, 36.0], shoonya_7s1VAIPXL6O0J1, 5735363]
[paragraph, [789.0, 1718.0, 585.0, 36.0], shoonya_7s1VAIPXL6O0J1, 5735363]
[paragraph, [789.0, 1754.0, 585.0, 36.0], shoonya_7s1VAIPXL6O0J1, 5735363]
[folio, [1141.0, 1819.0, 228.0, 36.0], shoonya_13sH38BGJHL89W, 5735363]
