[2339, 1653]
[paragraph, [246.0, 246.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [246.0, 282.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [246.0, 318.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [246.0, 354.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [246.0, 390.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [246.0, 426.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [246.0, 462.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [246.0, 498.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [246.0, 534.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [246.0, 570.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [246.0, 606.0, 1155.0, 36.0], shoonya_2sTKXFNYCMI5WQ, 5686197]
[paragraph, [250.0, 657.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 693.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 729.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 765.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 801.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 837.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 873.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 909.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 945.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 981.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1017.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1053.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1089.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1125.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1161.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1197.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1233.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1269.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1305.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1341.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1377.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1413.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1449.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [250.0, 1485.0, 1153.0, 36.0], shoonya_1sDXV42EEUD49S, 5686197]
[paragraph, [242.0, 1704.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
[paragraph, [242.0, 1740.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
[paragraph, [242.0, 1776.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
[paragraph, [242.0, 1812.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
[paragraph, [242.0, 1848.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
[paragraph, [242.0, 1884.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
[paragraph, [242.0, 1920.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
[paragraph, [242.0, 1956.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
[paragraph, [242.0, 1992.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
[paragraph, [242.0, 2028.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
[paragraph, [242.0, 2064.0, 1159.0, 36.0], shoonya_0sTAC2H3EKMHEY, 5686197]
