[1755, 1241]
[section-title, [216.0, 146.0, 880.0, 49.5], shoonya_6sFOO1SL2IKZNC, 6477561]
[unordered-list, [247.0, 236.0, 856.0, 36.0], shoonya_1s153B6CL5916M, 6477561]
[unordered-list, [247.0, 272.0, 856.0, 36.0], shoonya_1s153B6CL5916M, 6477561]
[unordered-list, [247.0, 308.0, 856.0, 36.0], shoonya_1s153B6CL5916M, 6477561]
[unordered-list, [247.0, 344.0, 856.0, 36.0], shoonya_1s153B6CL5916M, 6477561]
[ordered-list, [263.0, 463.0, 845.0, 36.0], Y12uINWAm9, 6477561]
[ordered-list, [263.0, 499.0, 845.0, 36.0], Y12uINWAm9, 6477561]
[ordered-list, [263.0, 535.0, 845.0, 36.0], Y12uINWAm9, 6477561]
[ordered-list, [263.0, 571.0, 845.0, 36.0], Y12uINWAm9, 6477561]
[ordered-list, [263.0, 607.0, 845.0, 36.0], Y12uINWAm9, 6477561]
[ordered-list, [263.0, 643.0, 845.0, 36.0], Y12uINWAm9, 6477561]
[ordered-list, [263.0, 679.0, 845.0, 36.0], Y12uINWAm9, 6477561]
[ordered-list, [263.0, 715.0, 845.0, 36.0], Y12uINWAm9, 6477561]
[ordered-list, [286.0, 815.0, 645.0, 36.0], shoonya_3sRUUFN54W35BC, 6477561]
[ordered-list, [286.0, 851.0, 645.0, 36.0], shoonya_3sRUUFN54W35BC, 6477561]
[ordered-list, [286.0, 887.0, 645.0, 36.0], shoonya_3sRUUFN54W35BC, 6477561]
[ordered-list, [286.0, 923.0, 645.0, 36.0], shoonya_3sRUUFN54W35BC, 6477561]
[ordered-list, [286.0, 959.0, 645.0, 36.0], shoonya_3sRUUFN54W35BC, 6477561]
[ordered-list, [286.0, 995.0, 645.0, 36.0], shoonya_3sRUUFN54W35BC, 6477561]
[ordered-list, [286.0, 1031.0, 645.0, 36.0], shoonya_3sRUUFN54W35BC, 6477561]
[ordered-list, [286.0, 1067.0, 645.0, 36.0], shoonya_3sRUUFN54W35BC, 6477561]
[unordered-list, [240.0, 1182.0, 862.0, 36.0], shoonya_0s0F30TXADHCF8, 6477561]
[unordered-list, [240.0, 1218.0, 862.0, 36.0], shoonya_0s0F30TXADHCF8, 6477561]
[unordered-list, [240.0, 1254.0, 862.0, 36.0], shoonya_0s0F30TXADHCF8, 6477561]
[unordered-list, [240.0, 1290.0, 862.0, 36.0], shoonya_0s0F30TXADHCF8, 6477561]
[unordered-list, [240.0, 1326.0, 862.0, 36.0], shoonya_0s0F30TXADHCF8, 6477561]
[unordered-list, [240.0, 1362.0, 862.0, 36.0], shoonya_0s0F30TXADHCF8, 6477561]
[paragraph, [214.0, 1476.0, 892.0, 36.0], shoonya_8s4VHCW9IL19KZ, 6477561]
[paragraph, [214.0, 1512.0, 892.0, 36.0], shoonya_8s4VHCW9IL19KZ, 6477561]
