[5500, 3644]
[folio, [2872.0, 404.0, 238.0, 52.5], AG4Yutf9na, 5710072]
[folio, [2872.0, 456.5, 238.0, 52.5], AG4Yutf9na, 5710072]
[folio, [2872.0, 509.0, 238.0, 52.5], AG4Yutf9na, 5710072]
[folio, [2872.0, 561.5, 238.0, 52.5], AG4Yutf9na, 5710072]
[quote, [710.0, 666.0, 1487.0, 52.5], shoonya_0s62Z4V19U80BE, 5710072]
[quote, [710.0, 718.5, 1487.0, 52.5], shoonya_0s62Z4V19U80BE, 5710072]
[paragraph, [742.0, 796.0, 1827.0, 52.5], 69vxqUgRmq, 5710072]
[paragraph, [742.0, 848.5, 1827.0, 52.5], 69vxqUgRmq, 5710072]
[paragraph, [732.0, 932.0, 2331.0, 52.5], VPsoG1pblv, 5710072]
[paragraph, [732.0, 984.5, 2331.0, 52.5], VPsoG1pblv, 5710072]
[quote, [732.0, 1056.0, 1306.0, 52.5], G9Az2iedM4, 5710072]
[quote, [732.0, 1108.5, 1306.0, 52.5], G9Az2iedM4, 5710072]
[quote, [721.0, 1170.0, 412.0, 52.5], bvJtPPVopo, 5710072]
[quote, [721.0, 1222.5, 412.0, 52.5], bvJtPPVopo, 5710072]
[quote, [721.0, 1289.0, 2038.0, 52.5], Tst4zHpwa8, 5710072]
[quote, [721.0, 1341.5, 2038.0, 52.5], Tst4zHpwa8, 5710072]
[paragraph, [488.0, 1446.0, 2564.0, 52.5], 4ZleiQdnKk, 5710072]
[paragraph, [488.0, 1498.5, 2564.0, 52.5], 4ZleiQdnKk, 5710072]
[paragraph, [488.0, 1551.0, 2564.0, 52.5], 4ZleiQdnKk, 5710072]
[paragraph, [488.0, 1603.5, 2564.0, 52.5], 4ZleiQdnKk, 5710072]
[paragraph, [488.0, 1656.0, 2564.0, 52.5], 4ZleiQdnKk, 5710072]
[paragraph, [488.0, 1708.5, 2564.0, 52.5], 4ZleiQdnKk, 5710072]
[paragraph, [488.0, 1761.0, 2564.0, 52.5], 4ZleiQdnKk, 5710072]
[paragraph, [482.0, 1836.0, 2570.0, 52.5], lvgsj-o7D_, 5710072]
[paragraph, [482.0, 1888.5, 2570.0, 52.5], lvgsj-o7D_, 5710072]
[paragraph, [482.0, 1941.0, 2570.0, 52.5], lvgsj-o7D_, 5710072]
[paragraph, [482.0, 1993.5, 2570.0, 52.5], lvgsj-o7D_, 5710072]
[quote, [482.0, 2080.0, 2592.0, 52.5], lo3F_0X--X, 5710072]
[quote, [482.0, 2132.5, 2592.0, 52.5], lo3F_0X--X, 5710072]
[quote, [482.0, 2185.0, 2592.0, 52.5], lo3F_0X--X, 5710072]
[quote, [482.0, 2237.5, 2592.0, 52.5], lo3F_0X--X, 5710072]
[quote, [482.0, 2290.0, 2592.0, 52.5], lo3F_0X--X, 5710072]
[quote, [710.0, 2362.0, 1838.0, 52.5], qL6GfB6jIf, 5710072]
[quote, [710.0, 2414.5, 1838.0, 52.5], qL6GfB6jIf, 5710072]
[quote, [704.0, 2476.0, 1263.0, 52.5], UKRH87FAW2, 5710072]
[quote, [704.0, 2528.5, 1263.0, 52.5], UKRH87FAW2, 5710072]
[quote, [444.0, 2628.0, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 2680.5, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 2733.0, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 2785.5, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 2838.0, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 2890.5, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 2943.0, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 2995.5, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 3048.0, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 3100.5, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 3153.0, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 3205.5, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 3258.0, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 3310.5, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 3363.0, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 3415.5, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [444.0, 3468.0, 2608.0, 52.5], 7hZffGqqQ6, 5710072]
[quote, [488.0, 3533.0, 2559.0, 52.5], -vEWs4M9Ip, 5710072]
[quote, [488.0, 3585.5, 2559.0, 52.5], -vEWs4M9Ip, 5710072]
[quote, [488.0, 3638.0, 2559.0, 52.5], -vEWs4M9Ip, 5710072]
[quote, [488.0, 3690.5, 2559.0, 52.5], -vEWs4M9Ip, 5710072]
[paragraph, [477.0, 3760.0, 2564.0, 52.5], FQfy2DCPPu, 5710072]
[paragraph, [477.0, 3812.5, 2564.0, 52.5], FQfy2DCPPu, 5710072]
[paragraph, [477.0, 3865.0, 2564.0, 52.5], FQfy2DCPPu, 5710072]
[paragraph, [477.0, 3917.5, 2564.0, 52.5], FQfy2DCPPu, 5710072]
[paragraph, [477.0, 3970.0, 2564.0, 52.5], FQfy2DCPPu, 5710072]
[paragraph, [683.0, 4036.0, 2353.0, 52.5], XcSpH3uSPG, 5710072]
[paragraph, [683.0, 4088.5, 2353.0, 52.5], XcSpH3uSPG, 5710072]
[quote, [656.0, 4172.0, 1377.0, 52.5], ZEe6-AttNX, 5710072]
[quote, [656.0, 4224.5, 1377.0, 52.5], ZEe6-AttNX, 5710072]
[quote, [466.0, 4307.0, 2624.0, 52.5], pJnZSJQ-Me, 5710072]
[quote, [466.0, 4359.5, 2624.0, 52.5], pJnZSJQ-Me, 5710072]
[quote, [466.0, 4412.0, 2624.0, 52.5], pJnZSJQ-Me, 5710072]
[quote, [466.0, 4464.5, 2624.0, 52.5], pJnZSJQ-Me, 5710072]
[quote, [466.0, 4517.0, 2624.0, 52.5], pJnZSJQ-Me, 5710072]
[quote, [466.0, 4569.5, 2624.0, 52.5], pJnZSJQ-Me, 5710072]
[quote, [466.0, 4622.0, 2624.0, 52.5], pJnZSJQ-Me, 5710072]
[quote, [666.0, 4692.0, 1897.0, 52.5], 0vJ7ROhwwf, 5710072]
[quote, [666.0, 4744.5, 1897.0, 52.5], 0vJ7ROhwwf, 5710072]
[quote, [666.0, 4797.0, 1897.0, 52.5], 0vJ7ROhwwf, 5710072]
