[1241, 1754]
[section-title, [65.0, 169.0, 994.0, 30.0], shoonya_3sAW0J6N175Z30, 5725770]
[section-title, [65.0, 199.0, 994.0, 30.0], shoonya_3sAW0J6N175Z30, 5725770]
[figure-caption, [1337.0, 488.0, 238.0, 18.0], IZnpZ9Eroy, 5725770]
[figure-caption, [1337.0, 506.0, 238.0, 18.0], IZnpZ9Eroy, 5725770]
[figure-caption, [1337.0, 524.0, 238.0, 18.0], IZnpZ9Eroy, 5725770]
[figure-caption, [1337.0, 542.0, 238.0, 18.0], IZnpZ9Eroy, 5725770]
[figure-caption, [1337.0, 560.0, 238.0, 18.0], IZnpZ9Eroy, 5725770]
[figure-caption, [1337.0, 578.0, 238.0, 18.0], IZnpZ9Eroy, 5725770]
[figure-caption, [201.0, 495.0, 237.0, 18.0], shoonya_5sELRV9J5RB8X0, 5725770]
[figure-caption, [201.0, 513.0, 237.0, 18.0], shoonya_5sELRV9J5RB8X0, 5725770]
[figure-caption, [583.0, 495.0, 225.0, 18.0], OKsg__Pw92, 5725770]
[figure-caption, [583.0, 513.0, 225.0, 18.0], OKsg__Pw92, 5725770]
[figure-caption, [583.0, 531.0, 225.0, 18.0], OKsg__Pw92, 5725770]
[figure-caption, [583.0, 549.0, 225.0, 18.0], OKsg__Pw92, 5725770]
[figure-caption, [583.0, 567.0, 225.0, 18.0], OKsg__Pw92, 5725770]
[figure-caption, [1006.0, 510.0, 146.0, 18.0], dF2y3vXTLg, 5725770]
[figure-caption, [1006.0, 528.0, 146.0, 18.0], dF2y3vXTLg, 5725770]
[figure-caption, [1006.0, 546.0, 146.0, 18.0], dF2y3vXTLg, 5725770]
[figure-caption, [1006.0, 564.0, 146.0, 18.0], dF2y3vXTLg, 5725770]
[sub-section-title, [109.0, 738.0, 543.0, 25.5], ULWY-GzJCt, 5725770]
[sub-section-title, [109.0, 763.5, 543.0, 25.5], ULWY-GzJCt, 5725770]
[sub-section-title, [109.0, 789.0, 543.0, 25.5], ULWY-GzJCt, 5725770]
[ordered-list, [338.0, 884.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 902.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 920.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 938.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 956.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 974.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 992.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 1010.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 1028.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 1046.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 1064.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 1082.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 1100.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 1118.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 1136.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
[ordered-list, [338.0, 1154.0, 441.0, 18.0], shoonya_6s3QVTD435YI44, 5725770]
