[2339, 1653]
[folio, [1132.0, 330.0, 257.0, 36.0], owrGYy5230, 5735385]
[folio, [239.0, 332.0, 177.0, 36.0], _z6rKhAanq, 5735385]
[paragraph, [237.0, 390.0, 580.0, 36.0], shoonya_10sSFROJ6T0INV, 5735385]
[paragraph, [237.0, 426.0, 580.0, 36.0], shoonya_10sSFROJ6T0INV, 5735385]
[paragraph, [237.0, 462.0, 580.0, 36.0], shoonya_10sSFROJ6T0INV, 5735385]
[paragraph, [835.0, 390.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 426.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 462.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 498.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 534.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 570.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 606.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 642.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 678.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 714.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 750.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 786.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 822.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 858.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 894.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 930.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 966.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 1002.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[paragraph, [835.0, 1038.0, 579.0, 36.0], shoonya_1sC44K775R8WSW, 5735385]
[sidebar, [1459.0, 441.0, 127.0, 36.0], 1kNgpcmMIM, 5735385]
[author, [571.0, 525.0, 243.0, 36.0], shoonya_8sROUSWSEHP37S, 5735385]
[paragraph, [222.0, 656.0, 340.0, 36.0], Dmy_R4BTpv, 5735385]
[paragraph, [222.0, 692.0, 340.0, 36.0], Dmy_R4BTpv, 5735385]
[paragraph, [484.0, 792.0, 331.0, 36.0], shoonya_5sN9OBT4LA7UMH, 5735385]
[paragraph, [484.0, 828.0, 331.0, 36.0], shoonya_5sN9OBT4LA7UMH, 5735385]
[paragraph, [484.0, 864.0, 331.0, 36.0], shoonya_5sN9OBT4LA7UMH, 5735385]
[paragraph, [484.0, 900.0, 331.0, 36.0], shoonya_5sN9OBT4LA7UMH, 5735385]
[paragraph, [484.0, 936.0, 331.0, 36.0], shoonya_5sN9OBT4LA7UMH, 5735385]
[paragraph, [484.0, 972.0, 331.0, 36.0], shoonya_5sN9OBT4LA7UMH, 5735385]
[paragraph, [484.0, 1008.0, 331.0, 36.0], shoonya_5sN9OBT4LA7UMH, 5735385]
[paragraph, [484.0, 1044.0, 331.0, 36.0], shoonya_5sN9OBT4LA7UMH, 5735385]
[paragraph, [484.0, 1080.0, 331.0, 36.0], shoonya_5sN9OBT4LA7UMH, 5735385]
[paragraph, [837.0, 1101.0, 576.0, 36.0], shoonya_2sN5YEPARWFF6E, 5735385]
[paragraph, [837.0, 1137.0, 576.0, 36.0], shoonya_2sN5YEPARWFF6E, 5735385]
[paragraph, [837.0, 1173.0, 576.0, 36.0], shoonya_2sN5YEPARWFF6E, 5735385]
[paragraph, [837.0, 1209.0, 576.0, 36.0], shoonya_2sN5YEPARWFF6E, 5735385]
[paragraph, [237.0, 1149.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1185.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1221.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1257.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1293.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1329.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1365.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1401.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1437.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1473.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1509.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1545.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1581.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1617.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1653.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1689.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
[paragraph, [237.0, 1725.0, 580.0, 36.0], shoonya_0sBZ2SQX67Y0C6, 5735385]
