[2061, 1233]
[paragraph, [116.0, 122.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 158.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 194.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 230.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 266.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 302.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 338.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 374.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 410.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 446.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 482.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 518.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 554.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 590.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 626.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 662.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 698.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 734.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 770.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 806.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 842.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 878.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 914.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 950.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 986.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 1022.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 1058.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 1094.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [116.0, 1130.0, 1015.0, 36.0], shoonya_0sJ2860YBF609X, 5691486]
[paragraph, [113.0, 1194.0, 1019.0, 36.0], R1znrwZE6A, 5691486]
[paragraph, [113.0, 1230.0, 1019.0, 36.0], R1znrwZE6A, 5691486]
[paragraph, [113.0, 1266.0, 1019.0, 36.0], R1znrwZE6A, 5691486]
[paragraph, [113.0, 1302.0, 1019.0, 36.0], R1znrwZE6A, 5691486]
[paragraph, [113.0, 1338.0, 1019.0, 36.0], R1znrwZE6A, 5691486]
[paragraph, [113.0, 1374.0, 1019.0, 36.0], R1znrwZE6A, 5691486]
[paragraph, [115.0, 1424.0, 1000.0, 36.0], RBzo-LwgGX, 5691486]
[paragraph, [115.0, 1460.0, 1000.0, 36.0], RBzo-LwgGX, 5691486]
[paragraph, [115.0, 1496.0, 1000.0, 36.0], RBzo-LwgGX, 5691486]
[paragraph, [115.0, 1532.0, 1000.0, 36.0], RBzo-LwgGX, 5691486]
[paragraph, [115.0, 1568.0, 1000.0, 36.0], RBzo-LwgGX, 5691486]
[paragraph, [115.0, 1604.0, 1000.0, 36.0], RBzo-LwgGX, 5691486]
[paragraph, [115.0, 1640.0, 1000.0, 36.0], RBzo-LwgGX, 5691486]
[paragraph, [115.0, 1676.0, 1000.0, 36.0], RBzo-LwgGX, 5691486]
[paragraph, [115.0, 1712.0, 1000.0, 36.0], RBzo-LwgGX, 5691486]
[paragraph, [115.0, 1748.0, 1000.0, 36.0], RBzo-LwgGX, 5691486]
[paragraph, [170.0, 1828.0, 960.0, 36.0], w0uXbI4_A2, 5691486]
