[1387, 987]
[paragraph, [85.0, 79.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 97.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 115.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 133.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 151.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 169.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 187.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 205.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 223.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 241.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 259.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 277.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [85.0, 295.0, 800.0, 18.0], shoonya_0s46X1YEEV9JN4, 5651445]
[paragraph, [83.0, 330.0, 785.0, 18.0], bavaKTxCq5, 5651445]
[paragraph, [83.0, 348.0, 785.0, 18.0], bavaKTxCq5, 5651445]
[paragraph, [83.0, 366.0, 785.0, 18.0], bavaKTxCq5, 5651445]
[paragraph, [83.0, 384.0, 785.0, 18.0], bavaKTxCq5, 5651445]
[paragraph, [83.0, 402.0, 785.0, 18.0], bavaKTxCq5, 5651445]
[paragraph, [83.0, 420.0, 785.0, 18.0], bavaKTxCq5, 5651445]
[paragraph, [83.0, 438.0, 785.0, 18.0], bavaKTxCq5, 5651445]
[paragraph, [83.0, 456.0, 785.0, 18.0], bavaKTxCq5, 5651445]
[paragraph, [83.0, 474.0, 785.0, 18.0], bavaKTxCq5, 5651445]
[paragraph, [90.0, 520.0, 774.0, 18.0], MTfUQzUtFA, 5651445]
[paragraph, [90.0, 538.0, 774.0, 18.0], MTfUQzUtFA, 5651445]
[paragraph, [90.0, 556.0, 774.0, 18.0], MTfUQzUtFA, 5651445]
[paragraph, [90.0, 574.0, 774.0, 18.0], MTfUQzUtFA, 5651445]
[paragraph, [90.0, 592.0, 774.0, 18.0], MTfUQzUtFA, 5651445]
[paragraph, [90.0, 610.0, 774.0, 18.0], MTfUQzUtFA, 5651445]
[paragraph, [90.0, 628.0, 774.0, 18.0], MTfUQzUtFA, 5651445]
[paragraph, [90.0, 646.0, 774.0, 18.0], MTfUQzUtFA, 5651445]
[paragraph, [90.0, 664.0, 774.0, 18.0], MTfUQzUtFA, 5651445]
[paragraph, [88.0, 692.0, 805.0, 18.0], shoonya_1sE9HMGGHR71ZF, 5651445]
[paragraph, [88.0, 710.0, 805.0, 18.0], shoonya_1sE9HMGGHR71ZF, 5651445]
[paragraph, [88.0, 728.0, 805.0, 18.0], shoonya_1sE9HMGGHR71ZF, 5651445]
[paragraph, [88.0, 746.0, 805.0, 18.0], shoonya_1sE9HMGGHR71ZF, 5651445]
[paragraph, [88.0, 764.0, 805.0, 18.0], shoonya_1sE9HMGGHR71ZF, 5651445]
[paragraph, [88.0, 782.0, 805.0, 18.0], shoonya_1sE9HMGGHR71ZF, 5651445]
[paragraph, [91.0, 824.0, 778.0, 18.0], bpup2AJTLM, 5651445]
[paragraph, [91.0, 842.0, 778.0, 18.0], bpup2AJTLM, 5651445]
[paragraph, [91.0, 860.0, 778.0, 18.0], bpup2AJTLM, 5651445]
[paragraph, [91.0, 878.0, 778.0, 18.0], bpup2AJTLM, 5651445]
[paragraph, [91.0, 896.0, 778.0, 18.0], bpup2AJTLM, 5651445]
[paragraph, [91.0, 914.0, 778.0, 18.0], bpup2AJTLM, 5651445]
[paragraph, [91.0, 932.0, 778.0, 18.0], bpup2AJTLM, 5651445]
[paragraph, [91.0, 950.0, 778.0, 18.0], bpup2AJTLM, 5651445]
[paragraph, [91.0, 968.0, 778.0, 18.0], bpup2AJTLM, 5651445]
[paragraph, [87.0, 1006.0, 671.0, 18.0], CTlmreXqIr, 5651445]
[paragraph, [87.0, 1024.0, 671.0, 18.0], CTlmreXqIr, 5651445]
[paragraph, [87.0, 1042.0, 671.0, 18.0], CTlmreXqIr, 5651445]
[paragraph, [87.0, 1060.0, 671.0, 18.0], CTlmreXqIr, 5651445]
[paragraph, [87.0, 1078.0, 671.0, 18.0], CTlmreXqIr, 5651445]
[paragraph, [87.0, 1096.0, 671.0, 18.0], CTlmreXqIr, 5651445]
[paragraph, [87.0, 1114.0, 671.0, 18.0], CTlmreXqIr, 5651445]
[paragraph, [89.0, 1139.0, 777.0, 18.0], shoonya_2s0809OHCMG1EB, 5651445]
[paragraph, [89.0, 1157.0, 777.0, 18.0], shoonya_2s0809OHCMG1EB, 5651445]
[paragraph, [89.0, 1175.0, 777.0, 18.0], shoonya_2s0809OHCMG1EB, 5651445]
[paragraph, [89.0, 1193.0, 777.0, 18.0], shoonya_2s0809OHCMG1EB, 5651445]
[paragraph, [89.0, 1211.0, 777.0, 18.0], shoonya_2s0809OHCMG1EB, 5651445]
[paragraph, [89.0, 1229.0, 777.0, 18.0], shoonya_2s0809OHCMG1EB, 5651445]
