[792, 612]
[chapter-title, [99.0, 58.0, 367.0, 30.0], shoonya_7sGJ2TI4HWFKJS, 5653832]
[sidebar, [59.0, 105.0, 34.0, 18.0], shoonya_6sWSEB8ETZE8TD, 5653832]
[sidebar, [59.0, 141.0, 34.0, 18.0], shoonya_6sWSEB8ETZE8TD, 5653832]
[paragraph, [108.0, 199.0, 349.0, 18.0], shoonya_4s983WARXIPBMJ, 5653832]
[paragraph, [108.0, 217.0, 349.0, 18.0], shoonya_4s983WARXIPBMJ, 5653832]
[paragraph, [108.0, 235.0, 349.0, 18.0], shoonya_4s983WARXIPBMJ, 5653832]
[paragraph, [108.0, 253.0, 349.0, 18.0], shoonya_4s983WARXIPBMJ, 5653832]
[paragraph, [108.0, 271.0, 349.0, 18.0], shoonya_4s983WARXIPBMJ, 5653832]
[paragraph, [108.0, 293.0, 351.0, 18.0], shoonya_5sI7Z8HIT6JY47, 5653832]
[paragraph, [108.0, 311.0, 351.0, 18.0], shoonya_5sI7Z8HIT6JY47, 5653832]
[paragraph, [108.0, 329.0, 351.0, 18.0], shoonya_5sI7Z8HIT6JY47, 5653832]
[paragraph, [107.0, 355.0, 350.0, 18.0], shoonya_3s1FO0I9FKSQ5T, 5653832]
[paragraph, [107.0, 373.0, 350.0, 18.0], shoonya_3s1FO0I9FKSQ5T, 5653832]
[paragraph, [107.0, 391.0, 350.0, 18.0], shoonya_3s1FO0I9FKSQ5T, 5653832]
[paragraph, [107.0, 409.0, 350.0, 18.0], shoonya_3s1FO0I9FKSQ5T, 5653832]
[paragraph, [107.0, 427.0, 350.0, 18.0], shoonya_3s1FO0I9FKSQ5T, 5653832]
[paragraph, [107.0, 445.0, 350.0, 18.0], shoonya_3s1FO0I9FKSQ5T, 5653832]
[paragraph, [107.0, 463.0, 350.0, 18.0], shoonya_3s1FO0I9FKSQ5T, 5653832]
[paragraph, [107.0, 485.0, 350.0, 18.0], shoonya_1s4BOOAK6KCI5Z, 5653832]
[paragraph, [107.0, 503.0, 350.0, 18.0], shoonya_1s4BOOAK6KCI5Z, 5653832]
[paragraph, [107.0, 521.0, 350.0, 18.0], shoonya_1s4BOOAK6KCI5Z, 5653832]
[paragraph, [106.0, 553.0, 312.0, 18.0], shoonya_0sIK07OV7LTFWF, 5653832]
[paragraph, [106.0, 571.0, 312.0, 18.0], shoonya_0sIK07OV7LTFWF, 5653832]
[paragraph, [106.0, 589.0, 312.0, 18.0], shoonya_0sIK07OV7LTFWF, 5653832]
[paragraph, [106.0, 607.0, 312.0, 18.0], shoonya_0sIK07OV7LTFWF, 5653832]
[paragraph, [106.0, 625.0, 312.0, 18.0], shoonya_0sIK07OV7LTFWF, 5653832]
[paragraph, [106.0, 643.0, 312.0, 18.0], shoonya_0sIK07OV7LTFWF, 5653832]
[paragraph, [106.0, 661.0, 312.0, 18.0], shoonya_0sIK07OV7LTFWF, 5653832]
