[2339, 1653]
[paragraph, [251.0, 250.0, 1150.0, 36.0], shoonya_1sZSBJHV64E4YZ, 5686911]
[paragraph, [251.0, 286.0, 1150.0, 36.0], shoonya_1sZSBJHV64E4YZ, 5686911]
[paragraph, [251.0, 322.0, 1150.0, 36.0], shoonya_1sZSBJHV64E4YZ, 5686911]
[paragraph, [251.0, 358.0, 1150.0, 36.0], shoonya_1sZSBJHV64E4YZ, 5686911]
[paragraph, [251.0, 394.0, 1150.0, 36.0], shoonya_1sZSBJHV64E4YZ, 5686911]
[paragraph, [250.0, 456.0, 1151.0, 36.0], shoonya_2sS5TTFW8W0GN5, 5686911]
[paragraph, [250.0, 492.0, 1151.0, 36.0], shoonya_2sS5TTFW8W0GN5, 5686911]
[paragraph, [250.0, 528.0, 1151.0, 36.0], shoonya_2sS5TTFW8W0GN5, 5686911]
[paragraph, [250.0, 564.0, 1151.0, 36.0], shoonya_2sS5TTFW8W0GN5, 5686911]
[paragraph, [250.0, 600.0, 1151.0, 36.0], shoonya_2sS5TTFW8W0GN5, 5686911]
[paragraph, [250.0, 636.0, 1151.0, 36.0], shoonya_2sS5TTFW8W0GN5, 5686911]
[paragraph, [250.0, 672.0, 1151.0, 36.0], shoonya_2sS5TTFW8W0GN5, 5686911]
[paragraph, [250.0, 708.0, 1151.0, 36.0], shoonya_2sS5TTFW8W0GN5, 5686911]
[paragraph, [250.0, 744.0, 1151.0, 36.0], shoonya_2sS5TTFW8W0GN5, 5686911]
[paragraph, [248.0, 799.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 835.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 871.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 907.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 943.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 979.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1015.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1051.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1087.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1123.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1159.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1195.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1231.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1267.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1303.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1339.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1375.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1411.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1447.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [248.0, 1483.0, 1152.0, 36.0], shoonya_0sZBW5KCFFY1AJ, 5686911]
[paragraph, [249.0, 1562.0, 1162.0, 36.0], shoonya_3sO6KYX9AOOO6U, 5686911]
[paragraph, [249.0, 1598.0, 1162.0, 36.0], shoonya_3sO6KYX9AOOO6U, 5686911]
[paragraph, [249.0, 1634.0, 1162.0, 36.0], shoonya_3sO6KYX9AOOO6U, 5686911]
[paragraph, [249.0, 1670.0, 1162.0, 36.0], shoonya_3sO6KYX9AOOO6U, 5686911]
[paragraph, [249.0, 1706.0, 1162.0, 36.0], shoonya_3sO6KYX9AOOO6U, 5686911]
[paragraph, [249.0, 1742.0, 1162.0, 36.0], shoonya_3sO6KYX9AOOO6U, 5686911]
[paragraph, [249.0, 1778.0, 1162.0, 36.0], shoonya_3sO6KYX9AOOO6U, 5686911]
[paragraph, [249.0, 1814.0, 1162.0, 36.0], shoonya_3sO6KYX9AOOO6U, 5686911]
[paragraph, [249.0, 1850.0, 1162.0, 36.0], shoonya_3sO6KYX9AOOO6U, 5686911]
