[1686, 819]
[section-title, [178.0, 59.0, 253.0, 49.5], KaPFkJCe2x, 6473542]
[unordered-list, [304.0, 427.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 463.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 499.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 535.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 571.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 607.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 643.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 679.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 715.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 751.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 787.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 823.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 859.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 895.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 931.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 967.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 1003.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 1039.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 1075.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 1111.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 1147.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[unordered-list, [304.0, 1183.0, 483.0, 36.0], shoonya_4s9PHVCIIE74DF, 6473542]
[contact-info, [343.0, 1283.0, 422.0, 36.0], shoonya_8s2L62RPLY1A9A, 6473542]
[contact-info, [343.0, 1319.0, 422.0, 36.0], shoonya_8s2L62RPLY1A9A, 6473542]
[contact-info, [343.0, 1355.0, 422.0, 36.0], shoonya_8s2L62RPLY1A9A, 6473542]
[contact-info, [343.0, 1391.0, 422.0, 36.0], shoonya_8s2L62RPLY1A9A, 6473542]
[contact-info, [343.0, 1427.0, 422.0, 36.0], shoonya_8s2L62RPLY1A9A, 6473542]
[contact-info, [343.0, 1463.0, 422.0, 36.0], shoonya_8s2L62RPLY1A9A, 6473542]
[contact-info, [445.0, 1569.0, 314.0, 36.0], DZEYE6GrkF, 6473542]
[contact-info, [445.0, 1605.0, 314.0, 36.0], DZEYE6GrkF, 6473542]
