[1806, 1262]
[folio, [622.0, 101.0, 467.0, 36.0], Hnbt5ax63A, 5681402]
[paragraph, [80.0, 172.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 208.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 244.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 280.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 316.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 352.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 388.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 424.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 460.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 496.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 532.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 568.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 604.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 640.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 676.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 712.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 748.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 784.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 820.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 856.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 892.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 928.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 964.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 1000.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 1036.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 1072.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 1108.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 1144.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 1180.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 1216.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 1252.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 1288.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [80.0, 1324.0, 527.0, 36.0], shoonya_0s02MB98STLMF9, 5681402]
[paragraph, [641.0, 179.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 215.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 251.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 287.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 323.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 359.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 395.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 431.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 467.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 503.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 539.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 575.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 611.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 647.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 683.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 719.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 755.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 791.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 827.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 863.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 899.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 935.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 971.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1007.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1043.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1079.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1115.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1151.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1187.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1223.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1259.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1295.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1331.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1367.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1403.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1439.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1475.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1511.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1547.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1583.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1619.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [641.0, 1655.0, 522.0, 36.0], shoonya_1s5SEV0LDMA9JP, 5681402]
[paragraph, [94.0, 1422.0, 515.0, 36.0], shoonya_2sRD8ECK5COY1V, 5681402]
[paragraph, [94.0, 1458.0, 515.0, 36.0], shoonya_2sRD8ECK5COY1V, 5681402]
[paragraph, [94.0, 1494.0, 515.0, 36.0], shoonya_2sRD8ECK5COY1V, 5681402]
[paragraph, [94.0, 1530.0, 515.0, 36.0], shoonya_2sRD8ECK5COY1V, 5681402]
[paragraph, [94.0, 1566.0, 515.0, 36.0], shoonya_2sRD8ECK5COY1V, 5681402]
[paragraph, [94.0, 1602.0, 515.0, 36.0], shoonya_2sRD8ECK5COY1V, 5681402]
[paragraph, [94.0, 1638.0, 515.0, 36.0], shoonya_2sRD8ECK5COY1V, 5681402]
