[1387, 987]
[paragraph, [93.0, 104.0, 96.0, 18.0], ERzMX_F-yz, 5651468]
[paragraph, [93.0, 122.0, 96.0, 18.0], ERzMX_F-yz, 5651468]
[paragraph, [93.0, 140.0, 96.0, 18.0], ERzMX_F-yz, 5651468]
[paragraph, [90.0, 162.0, 777.0, 18.0], shoonya_2sMT7SAGXLYRG3, 5651468]
[paragraph, [90.0, 180.0, 777.0, 18.0], shoonya_2sMT7SAGXLYRG3, 5651468]
[paragraph, [90.0, 198.0, 777.0, 18.0], shoonya_2sMT7SAGXLYRG3, 5651468]
[paragraph, [90.0, 216.0, 777.0, 18.0], shoonya_2sMT7SAGXLYRG3, 5651468]
[paragraph, [90.0, 234.0, 777.0, 18.0], shoonya_2sMT7SAGXLYRG3, 5651468]
[paragraph, [90.0, 252.0, 777.0, 18.0], shoonya_2sMT7SAGXLYRG3, 5651468]
[paragraph, [89.0, 265.0, 805.0, 18.0], shoonya_0s9WLBZVMXFKZF, 5651468]
[paragraph, [89.0, 283.0, 805.0, 18.0], shoonya_0s9WLBZVMXFKZF, 5651468]
[paragraph, [89.0, 301.0, 805.0, 18.0], shoonya_0s9WLBZVMXFKZF, 5651468]
[paragraph, [89.0, 319.0, 805.0, 18.0], shoonya_0s9WLBZVMXFKZF, 5651468]
[paragraph, [89.0, 337.0, 805.0, 18.0], shoonya_0s9WLBZVMXFKZF, 5651468]
[paragraph, [89.0, 355.0, 805.0, 18.0], shoonya_0s9WLBZVMXFKZF, 5651468]
[paragraph, [89.0, 373.0, 805.0, 18.0], shoonya_0s9WLBZVMXFKZF, 5651468]
[paragraph, [91.0, 413.0, 800.0, 18.0], 04bLo3O_ph, 5651468]
[paragraph, [91.0, 431.0, 800.0, 18.0], 04bLo3O_ph, 5651468]
[paragraph, [91.0, 449.0, 800.0, 18.0], 04bLo3O_ph, 5651468]
[paragraph, [91.0, 467.0, 800.0, 18.0], 04bLo3O_ph, 5651468]
[paragraph, [91.0, 485.0, 800.0, 18.0], 04bLo3O_ph, 5651468]
[paragraph, [91.0, 503.0, 800.0, 18.0], 04bLo3O_ph, 5651468]
[paragraph, [91.0, 521.0, 800.0, 18.0], 04bLo3O_ph, 5651468]
[paragraph, [91.0, 539.0, 800.0, 18.0], 04bLo3O_ph, 5651468]
[paragraph, [91.0, 557.0, 800.0, 18.0], 04bLo3O_ph, 5651468]
[paragraph, [92.0, 596.0, 777.0, 18.0], _hu9b82twH, 5651468]
[paragraph, [92.0, 614.0, 777.0, 18.0], _hu9b82twH, 5651468]
[paragraph, [92.0, 632.0, 777.0, 18.0], _hu9b82twH, 5651468]
[paragraph, [92.0, 650.0, 777.0, 18.0], _hu9b82twH, 5651468]
[paragraph, [92.0, 668.0, 777.0, 18.0], _hu9b82twH, 5651468]
[paragraph, [92.0, 686.0, 777.0, 18.0], _hu9b82twH, 5651468]
[paragraph, [92.0, 714.0, 544.0, 18.0], 2sHqkYkDsX, 5651468]
[paragraph, [92.0, 732.0, 544.0, 18.0], 2sHqkYkDsX, 5651468]
[paragraph, [92.0, 750.0, 544.0, 18.0], 2sHqkYkDsX, 5651468]
[paragraph, [89.0, 786.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 804.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 822.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 840.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 858.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 876.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 894.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 912.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 930.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 948.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 966.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 984.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1002.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1020.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1038.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1056.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1074.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1092.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1110.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1128.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1146.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1164.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1182.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1200.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
[paragraph, [89.0, 1218.0, 802.0, 18.0], shoonya_1s1XIB4RVML7TT, 5651468]
