[792, 612]
[section-title, [40.0, 33.0, 116.0, 30.0], -Nx_4flUdG, 6514676]
[folio, [493.0, 33.0, 54.0, 18.0], ZTn_r4_aa-, 6514676]
[headline, [55.0, 73.0, 320.0, 25.5], shoonya_0sQY4R1RWM66E4, 6514676]
[headline, [55.0, 98.5, 320.0, 25.5], shoonya_0sQY4R1RWM66E4, 6514676]
[headline, [55.0, 124.0, 320.0, 25.5], shoonya_0sQY4R1RWM66E4, 6514676]
[author, [50.0, 164.0, 166.0, 18.0], shoonya_19sMWILKNRQTY0, 6514676]
[paragraph, [218.0, 164.0, 154.0, 18.0], Fpfv5aStrG, 6514676]
[paragraph, [218.0, 182.0, 154.0, 18.0], Fpfv5aStrG, 6514676]
[paragraph, [218.0, 200.0, 154.0, 18.0], Fpfv5aStrG, 6514676]
[paragraph, [46.0, 193.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 211.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 229.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 247.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 265.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 283.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 301.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 319.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 337.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 355.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 373.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 391.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 409.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 427.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [46.0, 445.0, 163.0, 18.0], LEQfOb1s_q, 6514676]
[paragraph, [215.0, 232.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 250.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 268.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 286.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 304.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 322.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 340.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 358.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 376.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 394.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 412.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [215.0, 430.0, 160.0, 18.0], B92eiLLAnL, 6514676]
[paragraph, [387.0, 328.0, 196.0, 18.0], 5cM6ngkpKr, 6514676]
[paragraph, [387.0, 346.0, 196.0, 18.0], 5cM6ngkpKr, 6514676]
[paragraph, [387.0, 364.0, 196.0, 18.0], 5cM6ngkpKr, 6514676]
[paragraph, [387.0, 382.0, 196.0, 18.0], 5cM6ngkpKr, 6514676]
[paragraph, [387.0, 400.0, 196.0, 18.0], 5cM6ngkpKr, 6514676]
[paragraph, [387.0, 418.0, 196.0, 18.0], 5cM6ngkpKr, 6514676]
[paragraph, [387.0, 443.0, 203.0, 18.0], -ROpqA0G7q, 6514676]
[paragraph, [387.0, 461.0, 203.0, 18.0], -ROpqA0G7q, 6514676]
[paragraph, [387.0, 479.0, 203.0, 18.0], -ROpqA0G7q, 6514676]
[paragraph, [387.0, 497.0, 203.0, 18.0], -ROpqA0G7q, 6514676]
[paragraph, [387.0, 515.0, 203.0, 18.0], -ROpqA0G7q, 6514676]
[paragraph, [387.0, 533.0, 203.0, 18.0], -ROpqA0G7q, 6514676]
[paragraph, [251.0, 472.0, 125.0, 18.0], zeCdHYNcVp, 6514676]
[paragraph, [55.0, 473.0, 128.0, 18.0], zQS_iJxSnZ, 6514676]
[paragraph, [50.0, 508.0, 89.0, 18.0], CsW5MtZStT, 6514676]
[paragraph, [295.0, 508.0, 79.0, 18.0], l8pDMfzj2q, 6514676]
[paragraph, [295.0, 526.0, 79.0, 18.0], l8pDMfzj2q, 6514676]
[paragraph, [45.0, 543.0, 101.0, 18.0], yU3zOLafut, 6514676]
[paragraph, [285.0, 556.0, 95.0, 18.0], Wg05pd6-xn, 6514676]
[paragraph, [385.0, 563.0, 203.0, 18.0], ztDq5FkcxN, 6514676]
[paragraph, [385.0, 581.0, 203.0, 18.0], ztDq5FkcxN, 6514676]
[paragraph, [385.0, 599.0, 203.0, 18.0], ztDq5FkcxN, 6514676]
[paragraph, [54.0, 567.0, 100.0, 18.0], 3fL0r4xJuk, 6514676]
[paragraph, [53.0, 590.0, 111.0, 18.0], u7dbT1JEHd, 6514676]
[paragraph, [53.0, 608.0, 111.0, 18.0], u7dbT1JEHd, 6514676]
[paragraph, [262.0, 592.0, 111.0, 18.0], mDW_G8AgBi, 6514676]
[paragraph, [233.0, 616.0, 142.0, 18.0], uBjgsKO_g7, 6514676]
[paragraph, [233.0, 634.0, 142.0, 18.0], uBjgsKO_g7, 6514676]
[paragraph, [233.0, 652.0, 142.0, 18.0], uBjgsKO_g7, 6514676]
[paragraph, [233.0, 670.0, 142.0, 18.0], uBjgsKO_g7, 6514676]
[paragraph, [233.0, 688.0, 142.0, 18.0], uBjgsKO_g7, 6514676]
[paragraph, [233.0, 706.0, 142.0, 18.0], uBjgsKO_g7, 6514676]
[paragraph, [233.0, 724.0, 142.0, 18.0], uBjgsKO_g7, 6514676]
[paragraph, [57.0, 628.0, 154.0, 18.0], shoonya_1s1ZL0N8T4YV22, 6514676]
[paragraph, [57.0, 646.0, 154.0, 18.0], shoonya_1s1ZL0N8T4YV22, 6514676]
[paragraph, [57.0, 664.0, 154.0, 18.0], shoonya_1s1ZL0N8T4YV22, 6514676]
[paragraph, [57.0, 682.0, 154.0, 18.0], shoonya_1s1ZL0N8T4YV22, 6514676]
[paragraph, [57.0, 700.0, 154.0, 18.0], shoonya_1s1ZL0N8T4YV22, 6514676]
[paragraph, [57.0, 718.0, 154.0, 18.0], shoonya_1s1ZL0N8T4YV22, 6514676]
[paragraph, [385.0, 636.0, 197.0, 18.0], 5l_ysmT-p9, 6514676]
[paragraph, [385.0, 654.0, 197.0, 18.0], 5l_ysmT-p9, 6514676]
[paragraph, [385.0, 672.0, 197.0, 18.0], 5l_ysmT-p9, 6514676]
[paragraph, [385.0, 690.0, 197.0, 18.0], 5l_ysmT-p9, 6514676]
[paragraph, [385.0, 708.0, 197.0, 18.0], 5l_ysmT-p9, 6514676]
[paragraph, [385.0, 726.0, 197.0, 18.0], 5l_ysmT-p9, 6514676]
