[1806, 1262]
[folio, [129.0, 99.0, 515.0, 36.0], shoonya_4sNJ3HX5MK9XKX, 5680594]
[paragraph, [90.0, 171.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 207.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 243.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 279.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 315.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 351.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 387.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 423.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 459.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 495.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 531.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 567.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 603.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 639.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 675.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 711.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 747.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 783.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 819.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 855.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 891.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 927.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 963.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 999.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 1035.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 1071.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [90.0, 1107.0, 508.0, 36.0], shoonya_0sM7TXC8AO0DXP, 5680594]
[paragraph, [644.0, 175.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 211.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 247.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 283.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 319.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 355.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 391.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 427.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 463.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 499.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 535.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 571.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 607.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 643.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 679.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 715.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 751.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 787.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 823.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 859.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [644.0, 895.0, 520.0, 36.0], shoonya_3sKRH4V2CKUJF4, 5680594]
[paragraph, [647.0, 988.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1024.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1060.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1096.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1132.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1168.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1204.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1240.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1276.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1312.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1348.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1384.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1420.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1456.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1492.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1528.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1564.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1600.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
[paragraph, [647.0, 1636.0, 522.0, 36.0], shoonya_1s6FW60LEK89EF, 5680594]
