[2339, 1656]
[paragraph, [167.0, 170.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 206.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 242.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 278.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 314.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 350.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 386.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 422.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 458.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 494.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 530.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 566.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 602.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 638.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 674.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 710.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 746.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 782.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 818.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 854.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [167.0, 890.0, 1316.0, 36.0], qAAiz5Y3Ag, 5752322]
[paragraph, [176.0, 971.0, 1299.0, 36.0], XsxFA-2-Ms, 5752322]
[paragraph, [176.0, 1007.0, 1299.0, 36.0], XsxFA-2-Ms, 5752322]
[paragraph, [176.0, 1043.0, 1299.0, 36.0], XsxFA-2-Ms, 5752322]
[paragraph, [176.0, 1079.0, 1299.0, 36.0], XsxFA-2-Ms, 5752322]
[paragraph, [176.0, 1115.0, 1299.0, 36.0], XsxFA-2-Ms, 5752322]
[paragraph, [176.0, 1151.0, 1299.0, 36.0], XsxFA-2-Ms, 5752322]
[paragraph, [176.0, 1187.0, 1299.0, 36.0], XsxFA-2-Ms, 5752322]
[paragraph, [176.0, 1223.0, 1299.0, 36.0], XsxFA-2-Ms, 5752322]
[paragraph, [176.0, 1259.0, 1299.0, 36.0], XsxFA-2-Ms, 5752322]
[paragraph, [176.0, 1295.0, 1299.0, 36.0], XsxFA-2-Ms, 5752322]
[paragraph, [167.0, 1366.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1402.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1438.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1474.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1510.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1546.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1582.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1618.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1654.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1690.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1726.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1762.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1798.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1834.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1870.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1906.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1942.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 1978.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 2014.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 2050.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[paragraph, [167.0, 2086.0, 1307.0, 36.0], BwiNm0jDlb, 5752322]
[folio, [288.0, 2148.0, 491.0, 36.0], iB3mXcLzkm, 5752322]
[folio, [1010.0, 2148.0, 341.0, 36.0], shoonya_1sCOE586LE8VQ4, 5752322]
