[1447, 1063]
[folio, [424.0, 44.0, 235.0, 18.0], OQw0UKaK48, 5762598]
[folio, [424.0, 62.0, 235.0, 18.0], OQw0UKaK48, 5762598]
[headline, [136.0, 99.0, 791.0, 25.5], shoonya_2sBVF3XRYCCHHV, 5762598]
[headline, [136.0, 124.5, 791.0, 25.5], shoonya_2sBVF3XRYCCHHV, 5762598]
[section-title, [91.0, 618.0, 315.0, 30.0], shoonya_1sK0RRJCHXSR1W, 5762598]
[section-title, [91.0, 648.0, 315.0, 30.0], shoonya_1sK0RRJCHXSR1W, 5762598]
[paragraph, [529.0, 621.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 639.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 657.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 675.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 693.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 711.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 729.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 747.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 765.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 783.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 801.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 819.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 837.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 855.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 873.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 891.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [529.0, 909.0, 438.0, 18.0], shoonya_6sDYL8ZJYD4PO9, 5762598]
[paragraph, [83.0, 706.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 724.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 742.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 760.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 778.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 796.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 814.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 832.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 850.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 868.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 886.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 904.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 922.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 940.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 958.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 976.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 994.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1012.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1030.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1048.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1066.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1084.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1102.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1120.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1138.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1156.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1174.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1192.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1210.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1228.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1246.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1264.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1282.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1300.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[paragraph, [83.0, 1318.0, 442.0, 18.0], shoonya_3s05NKHEED1E4Q, 5762598]
[section-title, [529.0, 928.0, 431.0, 30.0], shoonya_7s3X20V6BHD6D2, 5762598]
[paragraph, [528.0, 972.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 990.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1008.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1026.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1044.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1062.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1080.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1098.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1116.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1134.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1152.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1170.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1188.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1206.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1224.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1242.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
[paragraph, [528.0, 1260.0, 438.0, 18.0], shoonya_5sUN95YTE1QM7K, 5762598]
