[865, 612]
[section-title, [289.0, 45.0, 89.0, 30.0], W9Z5NVjGS9, 6459733]
[paragraph, [115.0, 98.0, 436.0, 18.0], wYelgaDLnu, 6459733]
[paragraph, [115.0, 116.0, 436.0, 18.0], wYelgaDLnu, 6459733]
[paragraph, [115.0, 134.0, 436.0, 18.0], wYelgaDLnu, 6459733]
[paragraph, [115.0, 152.0, 436.0, 18.0], wYelgaDLnu, 6459733]
[paragraph, [115.0, 170.0, 436.0, 18.0], wYelgaDLnu, 6459733]
[paragraph, [115.0, 188.0, 436.0, 18.0], wYelgaDLnu, 6459733]
[paragraph, [115.0, 206.0, 436.0, 18.0], wYelgaDLnu, 6459733]
[paragraph, [106.0, 223.0, 447.0, 18.0], dLLo1X16fv, 6459733]
[paragraph, [106.0, 241.0, 447.0, 18.0], dLLo1X16fv, 6459733]
[paragraph, [106.0, 259.0, 447.0, 18.0], dLLo1X16fv, 6459733]
[paragraph, [106.0, 277.0, 447.0, 18.0], dLLo1X16fv, 6459733]
[paragraph, [106.0, 295.0, 447.0, 18.0], dLLo1X16fv, 6459733]
[paragraph, [106.0, 313.0, 447.0, 18.0], dLLo1X16fv, 6459733]
[paragraph, [106.0, 331.0, 447.0, 18.0], dLLo1X16fv, 6459733]
[paragraph, [107.0, 345.0, 439.0, 18.0], dZzGajhY8S, 6459733]
[paragraph, [107.0, 363.0, 439.0, 18.0], dZzGajhY8S, 6459733]
[paragraph, [107.0, 381.0, 439.0, 18.0], dZzGajhY8S, 6459733]
[paragraph, [107.0, 399.0, 439.0, 18.0], dZzGajhY8S, 6459733]
[paragraph, [107.0, 417.0, 439.0, 18.0], dZzGajhY8S, 6459733]
[paragraph, [107.0, 435.0, 439.0, 18.0], dZzGajhY8S, 6459733]
[paragraph, [99.0, 463.0, 454.0, 18.0], hSOFSLaKmM, 6459733]
[paragraph, [99.0, 481.0, 454.0, 18.0], hSOFSLaKmM, 6459733]
[paragraph, [99.0, 499.0, 454.0, 18.0], hSOFSLaKmM, 6459733]
[paragraph, [99.0, 517.0, 454.0, 18.0], hSOFSLaKmM, 6459733]
[paragraph, [99.0, 535.0, 454.0, 18.0], hSOFSLaKmM, 6459733]
[paragraph, [99.0, 553.0, 454.0, 18.0], hSOFSLaKmM, 6459733]
[paragraph, [108.0, 571.0, 452.0, 18.0], Fc1YwNMVVT, 6459733]
[paragraph, [108.0, 589.0, 452.0, 18.0], Fc1YwNMVVT, 6459733]
[paragraph, [108.0, 607.0, 452.0, 18.0], Fc1YwNMVVT, 6459733]
[paragraph, [107.0, 634.0, 454.0, 18.0], shoonya_0s7Z2EMQ35NKXW, 6459733]
[paragraph, [107.0, 652.0, 454.0, 18.0], shoonya_0s7Z2EMQ35NKXW, 6459733]
[paragraph, [107.0, 670.0, 454.0, 18.0], shoonya_0s7Z2EMQ35NKXW, 6459733]
[paragraph, [107.0, 688.0, 454.0, 18.0], shoonya_0s7Z2EMQ35NKXW, 6459733]
[paragraph, [107.0, 706.0, 454.0, 18.0], shoonya_0s7Z2EMQ35NKXW, 6459733]
[paragraph, [107.0, 724.0, 454.0, 18.0], shoonya_0s7Z2EMQ35NKXW, 6459733]
[paragraph, [107.0, 742.0, 454.0, 18.0], shoonya_0s7Z2EMQ35NKXW, 6459733]
[paragraph, [107.0, 760.0, 454.0, 18.0], shoonya_0s7Z2EMQ35NKXW, 6459733]
[paragraph, [107.0, 778.0, 454.0, 18.0], shoonya_0s7Z2EMQ35NKXW, 6459733]
[paragraph, [107.0, 796.0, 454.0, 18.0], shoonya_0s7Z2EMQ35NKXW, 6459733]
