[842, 596]
[section-title, [51.0, 43.0, 500.0, 30.0], JdMZy_PZxf, 6490844]
[section-title, [51.0, 73.0, 500.0, 30.0], JdMZy_PZxf, 6490844]
[ordered-list, [49.0, 120.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 138.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 156.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 174.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 192.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 210.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 228.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 246.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 264.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 282.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 300.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 318.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[ordered-list, [49.0, 336.0, 499.0, 18.0], YlQVaGFT3H, 6490844]
[sub-ordered-list, [91.0, 174.0, 416.0, 18.0], GUgObWIoy8, 6490844]
[sub-ordered-list, [91.0, 192.0, 416.0, 18.0], GUgObWIoy8, 6490844]
[sub-ordered-list, [91.0, 210.0, 416.0, 18.0], GUgObWIoy8, 6490844]
[sub-ordered-list, [91.0, 228.0, 416.0, 18.0], GUgObWIoy8, 6490844]
[sub-ordered-list, [91.0, 246.0, 416.0, 18.0], GUgObWIoy8, 6490844]
[sub-ordered-list, [91.0, 264.0, 416.0, 18.0], GUgObWIoy8, 6490844]
[unordered-list, [40.0, 397.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 415.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 433.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 451.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 469.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 487.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 505.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 523.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 541.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 559.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 577.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 595.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 613.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 631.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 649.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 667.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 685.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 703.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[unordered-list, [40.0, 721.0, 528.0, 18.0], GHWQ5C8X5Q, 6490844]
[sub-unordered-list, [58.0, 420.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 438.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 456.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 474.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 492.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 510.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 528.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 546.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 564.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 582.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 600.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 618.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 636.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 654.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 672.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 690.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
[sub-unordered-list, [58.0, 708.0, 491.0, 18.0], 85Kk-VE-NQ, 6490844]
