[1275, 750]
[folio, [232.0, 92.0, 310.0, 18.0], DqlWkj5qNL, 5767620]
[folio, [232.0, 110.0, 310.0, 18.0], DqlWkj5qNL, 5767620]
[paragraph, [75.0, 156.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 174.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 192.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 210.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 228.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 246.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 264.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 282.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 300.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 318.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 336.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 354.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 372.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 390.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 408.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 426.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 444.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 462.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 480.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 498.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 516.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 534.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 552.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 570.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 588.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 606.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 624.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 642.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 660.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 678.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 696.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 714.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 732.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 750.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 768.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 786.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 804.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 822.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 840.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 858.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 876.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 894.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 912.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 930.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 948.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 966.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 984.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 1002.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 1020.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 1038.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 1056.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 1074.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 1092.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 1110.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 1128.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 1146.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
[paragraph, [75.0, 1164.0, 609.0, 18.0], shoonya_0sOH03HOALXRMM, 5767620]
