[1240, 867]
[chapter-title, [250.0, 40.0, 268.0, 30.0], shoonya_0sP6EOLX30REK6, 5775934]
[paragraph, [63.0, 93.0, 638.0, 18.0], VjrSJ5SdR5, 5775934]
[paragraph, [63.0, 111.0, 638.0, 18.0], VjrSJ5SdR5, 5775934]
[paragraph, [63.0, 129.0, 638.0, 18.0], VjrSJ5SdR5, 5775934]
[paragraph, [63.0, 147.0, 638.0, 18.0], VjrSJ5SdR5, 5775934]
[paragraph, [62.0, 171.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 189.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 207.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 225.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 243.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 261.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 279.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 297.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 315.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 333.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 351.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 369.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 387.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 405.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 423.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 441.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 459.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 477.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 495.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [62.0, 513.0, 638.0, 18.0], 5vKINWIxhA, 5775934]
[paragraph, [60.0, 542.0, 640.0, 18.0], JWe4RvZ9BK, 5775934]
[paragraph, [60.0, 560.0, 640.0, 18.0], JWe4RvZ9BK, 5775934]
[paragraph, [60.0, 578.0, 640.0, 18.0], JWe4RvZ9BK, 5775934]
[paragraph, [60.0, 596.0, 640.0, 18.0], JWe4RvZ9BK, 5775934]
[paragraph, [60.0, 614.0, 640.0, 18.0], JWe4RvZ9BK, 5775934]
[paragraph, [60.0, 632.0, 640.0, 18.0], JWe4RvZ9BK, 5775934]
[paragraph, [60.0, 650.0, 640.0, 18.0], JWe4RvZ9BK, 5775934]
[paragraph, [60.0, 668.0, 640.0, 18.0], JWe4RvZ9BK, 5775934]
[paragraph, [58.0, 692.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 710.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 728.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 746.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 764.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 782.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 800.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 818.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 836.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 854.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 872.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 890.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 908.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 926.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [58.0, 944.0, 643.0, 18.0], G6VGPenKtm, 5775934]
[paragraph, [59.0, 971.0, 645.0, 18.0], iQWq-7pOtz, 5775934]
[paragraph, [59.0, 989.0, 645.0, 18.0], iQWq-7pOtz, 5775934]
[paragraph, [59.0, 1007.0, 645.0, 18.0], iQWq-7pOtz, 5775934]
[paragraph, [59.0, 1025.0, 645.0, 18.0], iQWq-7pOtz, 5775934]
[paragraph, [59.0, 1043.0, 645.0, 18.0], iQWq-7pOtz, 5775934]
[paragraph, [59.0, 1061.0, 645.0, 18.0], iQWq-7pOtz, 5775934]
[paragraph, [59.0, 1079.0, 645.0, 18.0], iQWq-7pOtz, 5775934]
