[1754, 1240]
[headline, [146.0, 141.0, 964.0, 37.5], shoonya_6sFWL6IAYJ6TJG, 5722891]
[headline, [146.0, 178.5, 964.0, 37.5], shoonya_6sFWL6IAYJ6TJG, 5722891]
[headline, [146.0, 216.0, 964.0, 37.5], shoonya_6sFWL6IAYJ6TJG, 5722891]
[paragraph, [154.0, 482.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 518.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 554.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 590.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 626.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 662.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 698.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 734.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 770.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 806.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 842.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 878.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 914.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 950.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 986.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1022.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1058.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1094.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1130.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1166.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1202.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1238.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1274.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1310.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1346.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1382.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[paragraph, [154.0, 1418.0, 430.0, 36.0], shoonya_0sN6JEOMZAJHQ3, 5722891]
[headline, [609.0, 483.0, 452.0, 37.5], shoonya_7sGKYJUYYYXYJL, 5722891]
[sub-headline, [628.0, 531.0, 431.0, 36.0], fGJGBumQcQ, 5722891]
[paragraph, [585.0, 598.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 634.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 670.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 706.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 742.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 778.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 814.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 850.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 886.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 922.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 958.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 994.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[paragraph, [585.0, 1030.0, 302.0, 36.0], shoonya_2sYVRYIN170HLS, 5722891]
[figure-caption, [617.0, 1367.0, 478.0, 36.0], shoonya_5s4USSQIQGCK4A, 5722891]
[figure-caption, [617.0, 1403.0, 478.0, 36.0], shoonya_5s4USSQIQGCK4A, 5722891]
[website-link, [40.0, 1693.0, 353.0, 18.0], ObgtKyPZeY, 5722891]
[website-link, [40.0, 1711.0, 353.0, 18.0], ObgtKyPZeY, 5722891]
