[1650, 1275]
[section-title, [131.0, 130.0, 213.0, 49.5], shoonya_0sP45N5UEUT7G6, 5780693]
[sub-section-title, [121.0, 200.0, 184.0, 36.0], 8aOLPmWpiw, 5780693]
[paragraph, [106.0, 258.0, 1079.0, 36.0], -Qf4IVRdnH, 5780693]
[paragraph, [106.0, 294.0, 1079.0, 36.0], -Qf4IVRdnH, 5780693]
[paragraph, [106.0, 330.0, 1079.0, 36.0], -Qf4IVRdnH, 5780693]
[paragraph, [106.0, 366.0, 1079.0, 36.0], -Qf4IVRdnH, 5780693]
[paragraph, [106.0, 402.0, 1079.0, 36.0], -Qf4IVRdnH, 5780693]
[paragraph, [106.0, 438.0, 1079.0, 36.0], -Qf4IVRdnH, 5780693]
[paragraph, [106.0, 474.0, 1079.0, 36.0], -Qf4IVRdnH, 5780693]
[paragraph, [106.0, 510.0, 1079.0, 36.0], -Qf4IVRdnH, 5780693]
[paragraph, [106.0, 546.0, 1079.0, 36.0], -Qf4IVRdnH, 5780693]
[sub-section-title, [136.0, 596.0, 158.0, 36.0], E7mGmGhouX, 5780693]
[paragraph, [108.0, 658.0, 1092.0, 36.0], 9I3x0gPK0j, 5780693]
[paragraph, [108.0, 694.0, 1092.0, 36.0], 9I3x0gPK0j, 5780693]
[sub-section-title, [123.0, 773.0, 165.0, 36.0], kBAV9OXqKM, 5780693]
[paragraph, [104.0, 832.0, 1095.0, 36.0], zczvBkNRLY, 5780693]
[paragraph, [104.0, 868.0, 1095.0, 36.0], zczvBkNRLY, 5780693]
[paragraph, [104.0, 904.0, 1095.0, 36.0], zczvBkNRLY, 5780693]
[paragraph, [104.0, 940.0, 1095.0, 36.0], zczvBkNRLY, 5780693]
[sub-section-title, [136.0, 1016.0, 160.0, 36.0], hR5d1FA_bj, 5780693]
[paragraph, [108.0, 1074.0, 1089.0, 36.0], cHSZ7CY_Iw, 5780693]
[paragraph, [108.0, 1110.0, 1089.0, 36.0], cHSZ7CY_Iw, 5780693]
[paragraph, [108.0, 1146.0, 1089.0, 36.0], cHSZ7CY_Iw, 5780693]
[sub-section-title, [135.0, 1215.0, 165.0, 36.0], e8i26G1Goa, 5780693]
[paragraph, [113.0, 1281.0, 1085.0, 36.0], DSXrqVLMZw, 5780693]
[paragraph, [113.0, 1317.0, 1085.0, 36.0], DSXrqVLMZw, 5780693]
[paragraph, [113.0, 1353.0, 1085.0, 36.0], DSXrqVLMZw, 5780693]
[paragraph, [113.0, 1389.0, 1085.0, 36.0], DSXrqVLMZw, 5780693]
[paragraph, [113.0, 1425.0, 1085.0, 36.0], DSXrqVLMZw, 5780693]
[paragraph, [113.0, 1461.0, 1085.0, 36.0], DSXrqVLMZw, 5780693]
