[1004, 621]
[paragraph, [27.0, 98.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 116.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 134.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 152.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 170.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 188.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 206.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 224.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 242.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 260.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 278.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 296.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 314.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 332.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 350.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 368.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 386.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 404.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 422.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 440.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [27.0, 458.0, 577.0, 18.0], 225w3bfGMR, 5740509]
[paragraph, [41.0, 501.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 519.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 537.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 555.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 573.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 591.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 609.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 627.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 645.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 663.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 681.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 699.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 717.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 735.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 753.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 771.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 789.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 807.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 825.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 843.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 861.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 879.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 897.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 915.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 933.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
[paragraph, [41.0, 951.0, 543.0, 18.0], shoonya_0sNUCRIFC6GFEO, 5740509]
