[1755, 1240]
[paragraph, [213.0, 130.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 166.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 202.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 238.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 274.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 310.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 346.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 382.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 418.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 454.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 490.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 526.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 562.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 598.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 634.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 670.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 706.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 742.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 778.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 814.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 850.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 886.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 922.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 958.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 994.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 1030.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 1066.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 1102.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 1138.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 1174.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 1210.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 1246.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 1282.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [213.0, 1318.0, 886.0, 36.0], shoonya_1sAFU36AWO45NF, 5693559]
[paragraph, [214.0, 1364.0, 895.0, 36.0], shoonya_0s3D45O0ERL2R6, 5693559]
[paragraph, [214.0, 1400.0, 895.0, 36.0], shoonya_0s3D45O0ERL2R6, 5693559]
[paragraph, [214.0, 1436.0, 895.0, 36.0], shoonya_0s3D45O0ERL2R6, 5693559]
[paragraph, [214.0, 1472.0, 895.0, 36.0], shoonya_0s3D45O0ERL2R6, 5693559]
[paragraph, [214.0, 1508.0, 895.0, 36.0], shoonya_0s3D45O0ERL2R6, 5693559]
[paragraph, [214.0, 1544.0, 895.0, 36.0], shoonya_0s3D45O0ERL2R6, 5693559]
