[2339, 1656]
[dateline, [1046.0, 33.0, 525.0, 64.5], JnKHs3lvIt, 5656119]
[folio, [103.0, 37.0, 692.0, 36.0], YZZso4VDff, 5656119]
[chapter-title, [494.0, 130.0, 764.0, 70.5], sBaY8wuJtc, 5656119]
[author, [602.0, 213.0, 575.0, 36.0], shoonya_15sYBNOQ2Q8A1J, 5656119]
[paragraph, [61.0, 341.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 377.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 413.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 449.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 485.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 521.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 557.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 593.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 629.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 665.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 701.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 737.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 773.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 809.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 845.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 881.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 917.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 953.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 989.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 1025.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 1061.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 1097.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 1133.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 1169.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 1205.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 1241.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [61.0, 1277.0, 759.0, 36.0], shoonya_4s2WTZI4E7SFI1, 5656119]
[paragraph, [844.0, 348.0, 721.0, 36.0], shoonya_11s86B4T5E05V1, 5656119]
[figure-caption, [864.0, 834.0, 153.0, 36.0], shoonya_10sQJ8TZH5S5FB, 5656119]
[paragraph, [829.0, 915.0, 720.0, 36.0], shoonya_6s5P0ANM4BUYVD, 5656119]
[paragraph, [829.0, 951.0, 720.0, 36.0], shoonya_6s5P0ANM4BUYVD, 5656119]
[paragraph, [829.0, 987.0, 720.0, 36.0], shoonya_6s5P0ANM4BUYVD, 5656119]
[paragraph, [829.0, 1023.0, 720.0, 36.0], shoonya_6s5P0ANM4BUYVD, 5656119]
[paragraph, [829.0, 1059.0, 720.0, 36.0], shoonya_6s5P0ANM4BUYVD, 5656119]
[paragraph, [829.0, 1095.0, 720.0, 36.0], shoonya_6s5P0ANM4BUYVD, 5656119]
[paragraph, [829.0, 1131.0, 720.0, 36.0], shoonya_6s5P0ANM4BUYVD, 5656119]
[paragraph, [829.0, 1167.0, 720.0, 36.0], shoonya_6s5P0ANM4BUYVD, 5656119]
[paragraph, [829.0, 1203.0, 720.0, 36.0], shoonya_6s5P0ANM4BUYVD, 5656119]
[paragraph, [69.0, 1319.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1355.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1391.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1427.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1463.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1499.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1535.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1571.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1607.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1643.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1679.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [69.0, 1715.0, 734.0, 36.0], shoonya_7s3HKJ2VUPK18H, 5656119]
[paragraph, [844.0, 1322.0, 736.0, 36.0], shoonya_2sJGNKQTUA1CFF, 5656119]
[paragraph, [844.0, 1358.0, 736.0, 36.0], shoonya_2sJGNKQTUA1CFF, 5656119]
[paragraph, [844.0, 1394.0, 736.0, 36.0], shoonya_2sJGNKQTUA1CFF, 5656119]
[paragraph, [844.0, 1430.0, 736.0, 36.0], shoonya_2sJGNKQTUA1CFF, 5656119]
[paragraph, [844.0, 1466.0, 736.0, 36.0], shoonya_2sJGNKQTUA1CFF, 5656119]
[paragraph, [844.0, 1502.0, 736.0, 36.0], shoonya_2sJGNKQTUA1CFF, 5656119]
[paragraph, [844.0, 1538.0, 736.0, 36.0], shoonya_2sJGNKQTUA1CFF, 5656119]
[paragraph, [844.0, 1574.0, 736.0, 36.0], shoonya_2sJGNKQTUA1CFF, 5656119]
[section-title, [86.0, 1772.0, 227.0, 52.5], 4_3dbH3yYF, 5656119]
[paragraph, [76.0, 1834.0, 723.0, 36.0], shoonya_3s117AKI0GMRX6, 5656119]
[paragraph, [76.0, 1870.0, 723.0, 36.0], shoonya_3s117AKI0GMRX6, 5656119]
[paragraph, [76.0, 1906.0, 723.0, 36.0], shoonya_3s117AKI0GMRX6, 5656119]
[paragraph, [76.0, 1942.0, 723.0, 36.0], shoonya_3s117AKI0GMRX6, 5656119]
[paragraph, [76.0, 1978.0, 723.0, 36.0], shoonya_3s117AKI0GMRX6, 5656119]
[paragraph, [76.0, 2014.0, 723.0, 36.0], shoonya_3s117AKI0GMRX6, 5656119]
[paragraph, [76.0, 2050.0, 723.0, 36.0], shoonya_3s117AKI0GMRX6, 5656119]
