[1633, 1254]
[sidebar, [1117.0, 123.0, 111.0, 36.0], qf8ZBZb1wn, 5718742]
[sidebar, [1117.0, 159.0, 111.0, 36.0], qf8ZBZb1wn, 5718742]
[sidebar, [1117.0, 195.0, 111.0, 36.0], qf8ZBZb1wn, 5718742]
[sidebar, [1117.0, 231.0, 111.0, 36.0], qf8ZBZb1wn, 5718742]
[sidebar, [1117.0, 267.0, 111.0, 36.0], qf8ZBZb1wn, 5718742]
[sidebar, [988.0, 164.0, 130.0, 36.0], shoonya_3sAWY61ZQ8OF5P, 5718742]
[second-level-question, [184.0, 204.0, 213.0, 36.0], shoonya_1s2SDYXZLMRPEK, 5718742]
[placeholder-text, [174.0, 208.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 226.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 244.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 262.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 280.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 298.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 316.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 334.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 352.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 370.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 388.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 406.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 424.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 442.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 460.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 478.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 496.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 514.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 532.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 550.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 568.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 586.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 604.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 622.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 640.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 658.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 676.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 694.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 712.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 730.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 748.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 766.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [174.0, 784.0, 938.0, 18.0], Lp__6sOMTC, 5718742]
[placeholder-text, [172.0, 817.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 835.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 853.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 871.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 889.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 907.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 925.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 943.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 961.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 979.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 997.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1015.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1033.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1051.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1069.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1087.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1105.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1123.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1141.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1159.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1177.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1195.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1213.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1231.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1249.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1267.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1285.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1303.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1321.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1339.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1357.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1375.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1393.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1411.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1429.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[placeholder-text, [172.0, 1447.0, 938.0, 18.0], -rManY6PaZ, 5718742]
[second-level-question, [181.0, 823.0, 238.0, 36.0], 6KUO3JUSFL, 5718742]
[folio, [119.0, 1496.0, 326.0, 36.0], vcTtw72y2n, 5718742]
