[670, 1322]
[paragraph, [254.0, 145.0, 117.0, 18.0], 0LM8PM7QEl, 5657050]
[paragraph, [254.0, 163.0, 117.0, 18.0], 0LM8PM7QEl, 5657050]
[paragraph, [665.0, 146.0, 175.0, 18.0], shoonya_3sDZEQT6KHKODL, 5657050]
[paragraph, [665.0, 164.0, 175.0, 18.0], shoonya_3sDZEQT6KHKODL, 5657050]
[paragraph, [665.0, 182.0, 175.0, 18.0], shoonya_3sDZEQT6KHKODL, 5657050]
[paragraph, [665.0, 200.0, 175.0, 18.0], shoonya_3sDZEQT6KHKODL, 5657050]
[paragraph, [665.0, 218.0, 175.0, 18.0], shoonya_3sDZEQT6KHKODL, 5657050]
[paragraph, [665.0, 236.0, 175.0, 18.0], shoonya_3sDZEQT6KHKODL, 5657050]
[paragraph, [665.0, 254.0, 175.0, 18.0], shoonya_3sDZEQT6KHKODL, 5657050]
[paragraph, [665.0, 272.0, 175.0, 18.0], shoonya_3sDZEQT6KHKODL, 5657050]
[paragraph, [665.0, 290.0, 175.0, 18.0], shoonya_3sDZEQT6KHKODL, 5657050]
[paragraph, [891.0, 147.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 165.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 183.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 201.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 219.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 237.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 255.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 273.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 291.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 309.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 327.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [891.0, 345.0, 172.0, 18.0], shoonya_0s960AQDSSXVEZ, 5657050]
[paragraph, [255.0, 201.0, 178.0, 18.0], lJm9477tot, 5657050]
[paragraph, [255.0, 219.0, 178.0, 18.0], lJm9477tot, 5657050]
[paragraph, [255.0, 237.0, 178.0, 18.0], lJm9477tot, 5657050]
[paragraph, [255.0, 255.0, 178.0, 18.0], lJm9477tot, 5657050]
[paragraph, [255.0, 273.0, 178.0, 18.0], lJm9477tot, 5657050]
[paragraph, [255.0, 291.0, 178.0, 18.0], lJm9477tot, 5657050]
[paragraph, [483.0, 278.0, 172.0, 18.0], shoonya_10sPUO5C1C0MFG, 5657050]
[paragraph, [483.0, 296.0, 172.0, 18.0], shoonya_10sPUO5C1C0MFG, 5657050]
[paragraph, [1070.0, 310.0, 173.0, 18.0], shoonya_1s7AW53N764WCC, 5657050]
[paragraph, [1070.0, 328.0, 173.0, 18.0], shoonya_1s7AW53N764WCC, 5657050]
[paragraph, [1070.0, 346.0, 173.0, 18.0], shoonya_1s7AW53N764WCC, 5657050]
[paragraph, [1070.0, 364.0, 173.0, 18.0], shoonya_1s7AW53N764WCC, 5657050]
[paragraph, [1070.0, 382.0, 173.0, 18.0], shoonya_1s7AW53N764WCC, 5657050]
[paragraph, [255.0, 326.0, 178.0, 18.0], shoonya_16sZ87XYOQUYHW, 5657050]
[paragraph, [255.0, 344.0, 178.0, 18.0], shoonya_16sZ87XYOQUYHW, 5657050]
[paragraph, [482.0, 328.0, 173.0, 18.0], shoonya_6sD6BALKLDFBZX, 5657050]
[paragraph, [482.0, 346.0, 173.0, 18.0], shoonya_6sD6BALKLDFBZX, 5657050]
[paragraph, [482.0, 364.0, 173.0, 18.0], shoonya_6sD6BALKLDFBZX, 5657050]
[paragraph, [482.0, 382.0, 173.0, 18.0], shoonya_6sD6BALKLDFBZX, 5657050]
[paragraph, [482.0, 400.0, 173.0, 18.0], shoonya_6sD6BALKLDFBZX, 5657050]
[paragraph, [482.0, 418.0, 173.0, 18.0], shoonya_6sD6BALKLDFBZX, 5657050]
[paragraph, [482.0, 436.0, 173.0, 18.0], shoonya_6sD6BALKLDFBZX, 5657050]
[paragraph, [482.0, 454.0, 173.0, 18.0], shoonya_6sD6BALKLDFBZX, 5657050]
[paragraph, [482.0, 472.0, 173.0, 18.0], shoonya_6sD6BALKLDFBZX, 5657050]
[paragraph, [71.0, 360.0, 176.0, 18.0], shoonya_9sRRME9K13KNHC, 5657050]
[paragraph, [71.0, 378.0, 176.0, 18.0], shoonya_9sRRME9K13KNHC, 5657050]
[paragraph, [262.0, 381.0, 173.0, 18.0], shoonya_13sN9N30X37EMX, 5657050]
[paragraph, [74.0, 411.0, 174.0, 18.0], shoonya_11sFUAGNKZBUMB, 5657050]
[paragraph, [74.0, 429.0, 174.0, 18.0], shoonya_11sFUAGNKZBUMB, 5657050]
[paragraph, [74.0, 447.0, 174.0, 18.0], shoonya_11sFUAGNKZBUMB, 5657050]
[paragraph, [1074.0, 438.0, 174.0, 18.0], shoonya_2sLW25YX10JR56, 5657050]
[paragraph, [1074.0, 456.0, 174.0, 18.0], shoonya_2sLW25YX10JR56, 5657050]
[paragraph, [1074.0, 474.0, 174.0, 18.0], shoonya_2sLW25YX10JR56, 5657050]
[paragraph, [890.0, 483.0, 172.0, 18.0], shoonya_12sQC0TM7KBLNG, 5657050]
