[1275, 750]
[folio, [248.0, 86.0, 245.0, 18.0], yFat16owhp, 5767611]
[folio, [248.0, 104.0, 245.0, 18.0], yFat16owhp, 5767611]
[folio, [248.0, 122.0, 245.0, 18.0], yFat16owhp, 5767611]
[paragraph, [68.0, 163.0, 609.0, 18.0], SOeAfhExEr, 5767611]
[paragraph, [68.0, 181.0, 609.0, 18.0], SOeAfhExEr, 5767611]
[paragraph, [68.0, 199.0, 609.0, 18.0], SOeAfhExEr, 5767611]
[paragraph, [68.0, 217.0, 609.0, 18.0], SOeAfhExEr, 5767611]
[paragraph, [68.0, 235.0, 609.0, 18.0], SOeAfhExEr, 5767611]
[paragraph, [71.0, 257.0, 215.0, 18.0], mKPbdtpxKS, 5767611]
[paragraph, [71.0, 275.0, 215.0, 18.0], mKPbdtpxKS, 5767611]
[paragraph, [388.0, 280.0, 286.0, 18.0], d9t5KYe86d, 5767611]
[paragraph, [388.0, 298.0, 286.0, 18.0], d9t5KYe86d, 5767611]
[paragraph, [388.0, 316.0, 286.0, 18.0], d9t5KYe86d, 5767611]
[section-title, [265.0, 353.0, 210.0, 30.0], l6hADMTTaH, 5767611]
[paragraph, [76.0, 406.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 424.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 442.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 460.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 478.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 496.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 514.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 532.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 550.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 568.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 586.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 604.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 622.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 640.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 658.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 676.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 694.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 712.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 730.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
[paragraph, [76.0, 748.0, 594.0, 18.0], shoonya_0sMAPYKFHNFLWR, 5767611]
